"id","1","2","3","4","5","6","7","8"
"Q16",1753.13064152674,1772.26056819929,1791.39049487184,1810.52042154439,1829.65034821694,1848.78027488949,1867.91020156204,1887.04012823459
"Q44",1243.17152810403,1265.54104064812,1263.33134482544,1256.20588278589,1274.00852342581,1281.4286231682,1288.84872291058,1296.26882265297
"Q49",8562.84886289896,8613.44611623197,8664.04336956498,8714.640622898,8765.23787623101,8815.83512956402,8866.43238289704,8917.02963623005
"Q52",5715.57593550453,5739.88725537548,5764.19857524643,5788.50989511738,5812.82121498833,5837.13253485928,5861.44385473023,5885.75517460118
"Q57",1419.14080836027,1427.20683260971,1435.27285685916,1443.3388811086,1451.40490535805,1459.47092960749,1467.53695385694,1475.60297810638
"Q64",2746.07038437288,2758.431137991,2789.0661964841,2802.68212852929,2818.25489573336,2841.23270635966,2849.13506971519,2873.28619122301
"Q70",10501.2202663912,10538.9102591017,10572.669173152,10599.3444513719,10627.843339214,10663.5698578349,10706.3483002705,10753.8161165449
"Q80",6826.88770265251,6818.05680568787,6824.54347681032,6829.57525660161,6829.57525660161,6829.57525660161,6829.57525660161,6829.57525660161
"Q119",3019.63152716626,3041.94933317678,3065.01635516359,3088.29233705803,3111.6265988669,3134.97711522175,3158.33216504697,3181.68847927868
"Q125",1278.5392038185,1282.22400264895,1284.7813997437,1286.55633514756,1287.78821098504,1288.6431818621,1289.23656569056,1289.64839769246
"Q134",1097.88590639997,1091.14658528323,1085.86788293225,1081.73323820653,1078.4946985293,1075.95805029549,1073.97117197889,1072.41491148035
"Q140",6921.31829883531,7038.65859624696,7055.81643307685,7081.83577441371,7130.13521769565,7173.50070841036,7217.95882823403,7262.17498416496
"Q155",7326.93154485957,7691.12562569855,7627.49857286031,7353.50848262331,7497.15057114219,7846.36752167262,7787.89868343307,7528.53436008097
"Q160",1292.76262269362,1261.22730466237,1276.58301822012,1269.10575293191,1272.74671015477,1270.97379332118,1271.83709214795,1271.41671999615
