"id","1","2","3","4","5","6"
"Y5",5292.5000000004,5425.0000000008,5557.5000000012,5690.0000000016,5822.500000002,5955.0000000024
"Y12",1716.02580000002,1745.54030000005,1775.05480000007,1804.56930000009,1834.08380000011,1863.59830000014
"Y14",4771.96666666674,4913.03333333348,5054.10000000023,5195.16666666697,5336.23333333371,5477.30000000045
"Y22",2781.12916666624,2850.32833333249,2919.52749999873,2988.72666666497,3057.92583333122,3127.12499999746
"Y36",1065.4312,1069.9193,1074.4074,1078.8955,1083.3836,1087.8717
"Y51",7897.22627573658,7966.82724424484,8048.52515217533,8135.99006365939,8226.20429286972,8317.72921105217
"Y72",8668.25226545344,9089.34549141674,9445.24786278297,9753.26950507068,10026.1241867278,10273.1497896763
"Y76",9345.44917624689,9470.15598748099,9835.7159598021,10141.8775036962,10296.3205972004,10381.9022923914
"Y86",2290.74424493757,2290.74424493757,2290.74424493757,2290.74424493757,2290.74424493757,2290.74424493757
"Y104",1496.019873,1496.019873,1496.019873,1496.019873,1496.019873,1496.019873
"Y108",2168.87540957123,2168.87540957123,2168.87540957123,2168.87540957123,2168.87540957123,2168.87540957123
"Y143",3057.09637909735,3149.06257857739,3241.02877805744,3332.99497753748,3424.96117701753,3516.92737649757
"Y158",2690.42668460366,2778.71396420731,2867.00124381097,2955.28852341463,3043.57580301829,3131.86308262194
"Y169",5957.69532084335,6166.11968864267,6279.80265476937,6363.71613095067,6394.56914376995,6445.8195762886
"Y173",16145.1121866042,16425.4716932083,16705.8311998125,16986.1907064167,17266.5502130208,17546.909719625
"Y177",3123.66569434046,3290.44277707426,3457.21985980807,3623.99694254188,3790.77402527568,3957.55110800949
"Y202",7256.490783,7256.490783,7256.490783,7256.490783,7256.490783,7256.490783
"Y218",3949.06009296179,4334.93326167724,4598.39878383184,4778.28711759518,4901.11082659328,4984.97209306037
"Y234",9140.75655809148,9196.61029409227,9226.90644254413,9239.32660968032,9241.87977069286,9240.2798679199
"Y251",1940.53512224982,2052.16200709198,2124.67024691339,2185.49687292973,2227.33521702245,2273.55293671913
"Y260",7401.52105508659,7572.80640867631,7744.09176226603,7915.37711585576,8086.66246944548,8257.9478230352
"Y263",6844.13043640426,6949.27453980851,7054.41864321277,7159.56274661702,7264.70685002128,7369.85095342553
"Y264",2736.65489075185,2779.84997905389,2823.04506735594,2866.24015565798,2909.43524396002,2952.63033226207
"Y269",9570.85539322215,9991.90861954469,10276.1502131638,10341.4640704329,10435.72171458,10613.6079965022
"Y274",3580.39940556097,3573.25660997402,3566.95444931708,3561.39398934556,3556.48793937669,3552.1592819598
"Y279",1804.925361,1867.825402,1930.725443,1993.625484,2056.525525,2119.425566
"Y290",5911.41850648711,5574.08592567649,5573.62895906128,5528.94181800068,5260.50912897744,5112.03881519734
"Y293",2604.797116,2769.180929,2933.564742,3097.948555,3262.332368,3426.716181
"Y300",4535.86523534655,3680.03217657221,2857.72649627338,2128.02189311518,1536.50024112008,1113.24300430194
"Y302",9313.24757728792,9417.04923022117,9520.85088315442,9624.65253608768,9728.45418902093,9832.25584195418
"Y304",4646.80352371429,4721.74896442857,4796.69440514286,4871.63984585714,4946.58528657143,5021.53072728571
"Y312",1251.547229,1251.547229,1251.547229,1251.547229,1251.547229,1251.547229
"Y321",8299.2568244044,8423.32110580881,8547.38538721321,8671.44966861761,8795.51395002201,8919.57823142641
"Y332",5582.2023309647,5582.2023309647,5582.2023309647,5582.2023309647,5582.2023309647,5582.2023309647
