"id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18"
"M3",13185.210256232,13170.7311774105,13097.4577069357,13094.465981066,13053.6686359182,13031.6370206351,13027.4511547629,13070.6274205762,13135.7880146787,13218.4566439732,13298.7832753401,13366.3272459898,13406.2992621197,13416.1624497215,13399.0407756241,13366.9309736514,13334.0358075621,13315.3475166387
"M32",3528.67311702581,3565.97931648005,3645.95431554979,3645.95431554979,3645.95431554979,3645.95431554979,3645.95431554979,3645.95431554979,3645.95431554979,3645.95431554979,3645.95431554979,3645.95431554979,3645.95431554979,3645.95431554979,3645.95431554979,3645.95431554979,3645.95431554979,3645.95431554979
"M39",2397.9003672101,2476.49145481163,2395.14479531057,2455.92027575334,2452.98128327905,2446.13533264151,2466.27443248677,2468.00323201756,2473.09129232146,2482.668820822,2487.66660048991,2494.3412012834,2501.51264529139,2507.68350347672,2514.40383641348,2521.09775580819,2527.60325570368,2534.25761724713
"M41",4432.67497886919,4177.90880815552,4363.74376965965,4778.64656802271,5273.61102242999,5702.82550894579,6018.75836470045,6111.96453916494,5965.51220766329,5629.1763310756,5218.23811885856,4839.40635698533,4591.20543666887,4531.61737054582,4669.24016679991,4954.43112223224,5302.51528073036,5616.71192410962
"M48",801.495244651956,834.488257050883,832.866573018402,911.72486812632,857.628892690754,869.914803494924,934.783253879564,879.493607835343,903.188110832791,953.955183339542,900.295343954524,932.790172076514,969.924676040372,920.149572509656,958.867228028083,983.305874255914,939.104462948415,981.605119659831
"M71",5815.91683132263,5640.80733468836,5639.6488410746,5527.53680516309,5485.66793967234,5499.0917542898,5528.48861125861,5549.71985368086,5582.91989759822,5606.70293298546,5617.45940784686,5619.18715648136,5615.9744239469,5608.07901947828,5599.67573498402,5593.1266752715,5589.08111168534,5587.4379577326
"M83",3681.00637689673,3681.00637689673,3681.00637689673,3681.00637689673,3681.00637689673,3681.00637689673,3681.00637689673,3681.00637689673,3681.00637689673,3681.00637689673,3681.00637689673,3681.00637689673,3681.00637689673,3681.00637689673,3681.00637689673,3681.00637689673,3681.00637689673,3681.00637689673
"M122",18397.3758865956,18254.7141127943,18241.514569499,18331.3062025242,18421.5845417373,18408.1499423294,18333.1366367022,18307.4391341315,18374.5423455546,18460.4607184349,18475.4290786895,18423.8965801778,18391.0305304443,18431.6779402023,18506.3304689394,18537.5656627872,18507.7064096716,18475.0391726794
"M125",9897.38603854762,9876.72929963588,9929.83231950066,10004.9383342361,9985.0945841577,9999.74010398035,10066.424844536,10057.6606365101,10046.9826990106,10099.5166002451,10104.7753564278,10081.195413587,10116.3059213464,10133.4921576579,10107.2835072177,10124.7949229827,10149.0911893245,10127.4566414485
"M130",3446.83450316079,3446.27781592529,3446.17991638726,3446.16269968292,3446.15967193719,3446.15913947499,3446.15904583569,3446.1590293682,3446.15902647221,3446.15902596292,3446.15902587335,3446.1590258576,3446.15902585483,3446.15902585434,3446.15902585426,3446.15902585424,3446.15902585424,3446.15902585424
"M134",1433.62581361048,1460.45000592048,1437.91229242977,1425.85797563439,1416.6590932232,1434.25719433393,1438.51611737165,1441.09296425222,1429.7041392636,1429.75054316277,1429.57969212163,1436.36990221796,1434.7175589228,1434.44565578438,1430.69755385875,1432.62455298031,1432.74964792268,1434.71120034945
"M147",1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091,1091
"M161",9891.47674498203,9864.75341252815,9846.21560991757,9833.35605633374,9824.4354673163,9818.24731250212,9813.95462959414,9810.9768232687,9808.91113831086,9807.47818603702,9806.48415632727,9805.7946043569,9805.31626662194,9804.98444683385,9804.75426559637,9804.59459036303,9804.48382468804,9804.40698725683
"M171",2863.90389791614,2869.17440068572,2875.240529583,2879.95477922887,2883.67050207704,2888.36349326911,2894.2632398101,2899.61806674197,2903.70667248213,2907.9272112952,2913.34867340897,2918.99842573527,2923.61202646034,2927.71455783577,2932.61968712115,2938.22755309762,2943.30301501265,2947.57838396845
"M177",2617.0343835414,2622.70133422489,2624.06561044305,2626.20056484009,2628.08138286288,2629.70019730425,2631.09350604751,2632.29272271151,2633.32488490398,2634.21326381292,2634.97788888021,2635.63599938647,2636.20243312894,2636.68996095529,2637.10957469585,2637.47073498611,2637.78158456668,2638.04913187005
"M191",1389.2400471031,1387.87909679182,1419.30967139292,1453.35877922269,1454.4704670398,1432.72977991181,1423.09947852289,1436.29996379967,1450.95411043936,1448.25557496115,1435.59905740998,1431.43031396729,1439.25115597373,1446.43777610142,1443.9424942873,1437.08849950823,1435.60456938032,1440.21081685651
"M205",9694.14223546078,9665.5233716982,9683.75340727184,9732.68229711786,9789.22050683186,9832.62637572814,9851.02003405847,9843.5121401818,9818.16218060146,9787.34564789996,9762.64906097969,9751.11984125368,9753.85048037992,9766.87828321463,9783.60288713567,9797.58052153835,9804.66976034434,9803.94134466064
"M209",1838.36898600522,1843.52910121134,1847.81114024979,1851.56329925999,1854.4716091147,1856.95765753809,1859.19892600937,1861.27424456315,1863.33306387247,1865.44597124092,1867.64754415597,1869.96173259785,1872.38629617912,1874.90723242253,1877.50611884195,1880.16128589114,1882.85234953145,1885.56217221756
"M218",1171.66840496541,1174.70846848227,1177.22781579363,1179.31563759078,1181.04584756898,1182.4796991423,1183.66795395543,1184.65267896267,1185.46873569493,1186.14501443809,1186.70545701565,1187.16990438429,1187.55479904948,1187.87376716791,1188.13810094486,1188.35715840421,1188.53869468402,1188.68913658628
"M246",1193.80700099512,1190.49644471354,1187.47343358511,1184.85743204183,1182.65149857506,1180.81580843979,1179.29882778938,1178.0498853557,1177.02368467439,1176.18141787374,1175.49052520912,1174.92398326042,1174.45949179851,1174.07870477572,1173.76655423759,1173.51067572684,1173.30092818114,1173.12899632983
"M249",9517.19166905605,9486.33094269037,9471.60565437694,9471.60565437694,9471.60565437694,9471.60565437694,9471.60565437694,9471.60565437694,9471.60565437694,9471.60565437694,9471.60565437694,9471.60565437694,9471.60565437694,9471.60565437694,9471.60565437694,9471.60565437694,9471.60565437694,9471.60565437694
