"id","1","2","3","4","5","6"
"Y5",5292.5000000004,5425.0000000008,5557.5000000012,5690.0000000016,5822.500000002,5955.0000000024
"Y12",1716.02580000002,1745.54030000005,1775.05480000007,1804.56930000009,1834.08380000011,1863.59830000014
"Y14",4771.96666666674,4913.03333333348,5054.10000000023,5195.16666666697,5336.23333333371,5477.30000000045
"Y22",2781.12916666624,2850.32833333249,2919.52749999873,2988.72666666497,3057.92583333122,3127.12499999746
"Y36",1065.4312,1069.9193,1074.4074,1078.8955,1083.3836,1087.8717
"Y51",7897.22627573662,7966.82724424492,8048.52515217544,8135.99006365952,8226.20429286986,8317.72921105232
"Y72",8668.25226545344,9089.34549141674,9445.24786278297,9753.26950507068,10026.1241867278,10273.1497896763
"Y76",9438.21812986336,9591.19079334147,9744.16345681957,9897.13612029767,10050.1087837758,10203.0814472539
"Y86",2290.74424493757,2290.74424493757,2290.74424493757,2290.74424493757,2290.74424493757,2290.74424493757
"Y104",1496.019873,1496.019873,1496.019873,1496.019873,1496.019873,1496.019873
"Y108",2209.971411,2209.971411,2209.971411,2209.971411,2209.971411,2209.971411
"Y143",3057.09637909735,3149.06257857739,3241.02877805744,3332.99497753748,3424.96117701753,3516.92737649757
"Y158",2690.42668460366,2778.71396420731,2867.00124381097,2955.28852341463,3043.57580301829,3131.86308262194
"Y169",5853.59674763495,6007.27614400798,6147.74497274833,6281.92451162857,6413.10984404893,6542.86969401836
"Y173",16145.1121866042,16425.4716932083,16705.8311998125,16986.1907064167,17266.5502130208,17546.909719625
"Y177",3142.44898648369,3306.75389939958,3465.8423823037,3622.23725346857,3777.24122239082,3931.52697011573
"Y202",7256.490783,7256.490783,7256.490783,7256.490783,7256.490783,7256.490783
"Y218",3949.06009296206,4334.9332616776,4598.3987838322,4778.28711759549,4901.11082659353,4984.97209306057
"Y234",9059.346895,9059.346895,9059.346895,9059.346895,9059.346895,9059.346895
"Y251",1938.12827692269,2063.17740721564,2188.4529362491,2313.66163413695,2438.89006005869,2564.11266241841
"Y260",7401.52105508659,7572.80640867631,7744.09176226603,7915.37711585576,8086.66246944548,8257.9478230352
"Y263",6844.13043640426,6949.27453980851,7054.41864321277,7159.56274661702,7264.70685002128,7369.85095342553
"Y264",2736.65489075183,2779.84997905384,2823.04506735586,2866.24015565788,2909.43524395989,2952.63033226191
"Y269",9859.59845628908,10012.5480815782,10165.4977068673,10318.4473321563,10471.3969574454,10624.3465827345
"Y274",3580.39940556104,3573.25660997414,3566.95444931724,3561.39398934577,3556.48793937693,3552.15928196006
"Y279",1804.925361,1867.825402,1930.725443,1993.625484,2056.525525,2119.425566
"Y290",5858.89163233726,5599.16134347633,5596.45567094665,5467.40247612124,5247.55886527473,5148.97714035799
"Y293",2604.797116,2769.180929,2933.564742,3097.948555,3262.332368,3426.716181
"Y300",4535.86523554037,3680.03217692659,2857.72649654803,2128.02189291227,1536.500239954,1113.2430016784
"Y302",9313.2475772879,9417.049230221,9520.8508831541,9624.65253608719,9728.45418902029,9832.25584195339
"Y304",4646.80352371429,4721.74896442857,4796.69440514286,4871.63984585714,4946.58528657143,5021.53072728571
"Y312",1251.547229,1251.547229,1251.547229,1251.547229,1251.547229,1251.547229
"Y321",8299.2568244044,8423.32110580881,8547.38538721321,8671.44966861761,8795.51395002201,8919.57823142641
"Y332",5582.2023309647,5582.2023309647,5582.2023309647,5582.2023309647,5582.2023309647,5582.2023309647
