"id","1","2","3","4","5","6","7","8","9","10","11","12","13","14"
"D10",2540.4,2540.4,2540.4,2540.4,2540.4,2540.4,2540.4,2540.4,2540.4,2540.4,2540.4,2540.4,2540.4,2540.4
"D26",2352.67790738851,2348.27628441609,2344.99188116712,2342.62205589127,2341.00092207812,2339.99268177739,2339.48616812412,2339.3903777428,2339.63081348573,2340.14649052703,2340.88748549235,2341.81293012853,2342.88936888214,2344.08941438111
"D42",6969.8271200316,6969.58985730676,7013.25315177282,7038.19375534037,7070.80408144253,7100.3385128995,7131.09212351729,7161.36569799027,7191.82755839276,7222.21573068837,7252.63270446437,7283.03842950593,7313.44854591882,7343.85694843779
"D46",10288.8793745735,10246.2634109539,10209.2907474453,10177.2140857717,10149.3850865468,10125.2412649192,10104.2946215247,10086.121778954,10070.3554243701,10056.676885314,10044.8096886379,10034.5139723798,10025.5816376287,10017.8321423915
"D62",6040,6040,6040,6040,6040,6040,6040,6040,6040,6040,6040,6040,6040,6040
"D64",978.5,978.5,978.5,978.5,978.5,978.5,978.5,978.5,978.5,978.5,978.5,978.5,978.5,978.5
"D67",5783.01399035895,5817.63093125857,5849.82092461668,5882.40091292005,5914.91823153042,5947.44562075958,5979.97139170472,6012.49742269774,6045.02341190274,6077.5494078228,6110.0754026638,6142.60139767819,6175.12739266472,6207.65338765573
"D77",1922.47272727273,1924.04545454546,1925.61818181818,1927.19090909091,1928.76363636364,1930.33636363637,1931.90909090909,1933.48181818182,1935.05454545455,1936.62727272728,1938.2,1939.77272727273,1941.34545454546,1942.91818181819
"D84",1746.9,1746.9,1746.9,1746.9,1746.9,1746.9,1746.9,1746.9,1746.9,1746.9,1746.9,1746.9,1746.9,1746.9
"D85",7427.14835089118,7452.96115430048,7478.10721747462,7502.60376219825,7526.4675654203,7549.71497074401,7572.36189962018,7594.42386225131,7615.91596821406,7636.85293680733,7657.2491071331,7677.11844791682,7696.47456707418,7715.3307210308
"D86",7302.7,7302.7,7302.7,7302.7,7302.7,7302.7,7302.7,7302.7,7302.7,7302.7,7302.7,7302.7,7302.7,7302.7
"D91",1948.51492016378,1948.50775414283,1948.50785387063,1948.50785248274,1948.50785250206,1948.50785250179,1948.50785250179,1948.50785250179,1948.50785250179,1948.50785250179,1948.50785250179,1948.50785250179,1948.50785250179,1948.50785250179
"D126",907.436109414047,905.894843205105,906.020071083557,905.295319387032,905.004091747593,904.491749255979,904.092184307049,903.635098237268,903.207350272089,902.764638683655,902.329559149981,901.890586958836,901.453600180881,901.015600761674
"D127",10427.6,10427.6,10427.6,10427.6,10427.6,10427.6,10427.6,10427.6,10427.6,10427.6,10427.6,10427.6,10427.6,10427.6
"D182",6478.12,6478.12,6478.12,6478.12,6478.12,6478.12,6478.12,6478.12,6478.12,6478.12,6478.12,6478.12,6478.12,6478.12
"D184",9674.21727374031,9683.77535149902,9675.4644523589,9694.2774240399,9692.33775638876,9695.66316119511,9708.59619831256,9705.03108677293,9715.08381948112,9720.65562397138,9721.2411690153,9731.76845904253,9733.45593653591,9738.65786068702
"D198",7061.35560795759,7060.50526966808,7056.48058419164,7056.04661864225,7058.926539334,7060.01279218529,7058.15762871136,7056.8575915557,7057.89352545107,7059.13551273845,7058.6938170068,7057.65252941048,7057.70522204108,7058.49405539329
"D199",7031.25,7031.25,7031.25,7031.25,7031.25,7031.25,7031.25,7031.25,7031.25,7031.25,7031.25,7031.25,7031.25,7031.25
"D207",8237.5,8237.5,8237.5,8237.5,8237.5,8237.5,8237.5,8237.5,8237.5,8237.5,8237.5,8237.5,8237.5,8237.5
"D215",1206.06663663371,1206.36486289913,1204.96558147706,1204.66201579139,1203.70679956222,1203.19148089656,1202.43267669488,1201.85675997649,1201.19628270919,1200.61761524874,1200.0159181325,1199.45594212204,1198.89642867323,1198.36242080057
"D231",1351.25,1351.25,1351.25,1351.25,1351.25,1351.25,1351.25,1351.25,1351.25,1351.25,1351.25,1351.25,1351.25,1351.25
"D241",1415.3125,1415.3125,1415.3125,1415.3125,1415.3125,1415.3125,1415.3125,1415.3125,1415.3125,1415.3125,1415.3125,1415.3125,1415.3125,1415.3125
"D249",1189.375,1189.375,1189.375,1189.375,1189.375,1189.375,1189.375,1189.375,1189.375,1189.375,1189.375,1189.375,1189.375,1189.375
"D252",1166.875,1166.875,1166.875,1166.875,1166.875,1166.875,1166.875,1166.875,1166.875,1166.875,1166.875,1166.875,1166.875,1166.875
"D257",1127.5,1127.5,1127.5,1127.5,1127.5,1127.5,1127.5,1127.5,1127.5,1127.5,1127.5,1127.5,1127.5,1127.5
"D258",1118.12,1118.12,1118.12,1118.12,1118.12,1118.12,1118.12,1118.12,1118.12,1118.12,1118.12,1118.12,1118.12,1118.12
"D260",1073.44,1073.44,1073.44,1073.44,1073.44,1073.44,1073.44,1073.44,1073.44,1073.44,1073.44,1073.44,1073.44,1073.44
"D269",1043.75,1043.75,1043.75,1043.75,1043.75,1043.75,1043.75,1043.75,1043.75,1043.75,1043.75,1043.75,1043.75,1043.75
"D274",1123.79669264424,1127.86665916167,1127.24196249254,1127.99485951027,1128.747756528,1129.50065354572,1130.25355056345,1131.00644758118,1131.7593445989,1132.51224161663,1133.26513863436,1134.01803565208,1134.77093266981,1135.52382968754
"D281",1089.33661294517,1090.67818406959,1092.01847671602,1093.35878244287,1094.69908803589,1096.03939363029,1097.37969922467,1098.72000481905,1100.06031041342,1101.4006160078,1102.74092160218,1104.08122719656,1105.42153279094,1106.76183838532
"D285",1015.63052028872,1015.68600693613,1015.73827711745,1015.78751728572,1015.83390308561,1015.87759997999,1015.9187638401,1015.95754150161,1015.99407128838,1016.02848350586,1016.06090090592,1016.09143912473,1016.12020709519,1016.14730743559
"D291",9987.5,9987.5,9987.5,9987.5,9987.5,9987.5,9987.5,9987.5,9987.5,9987.5,9987.5,9987.5,9987.5,9987.5
"D295",8481.25,8481.25,8481.25,8481.25,8481.25,8481.25,8481.25,8481.25,8481.25,8481.25,8481.25,8481.25,8481.25,8481.25
"D303",9521.60980282983,9521.60980282983,9521.60980282983,9521.60980282983,9521.60980282983,9521.60980282983,9521.60980282983,9521.60980282983,9521.60980282983,9521.60980282983,9521.60980282983,9521.60980282983,9521.60980282983,9521.60980282983
