id,0,1,2,3,4,5,6,7
Q92,7232.6531246602535,7298.863804084062,7360.871730023623,7420.526684737206,7480.801168072223,7539.97919371724,7596.13575888872,7652.346843534708
Q95,5761.5387994779,5743.7074315370855,5734.690675427101,5710.523449371513,5692.096752626744,5668.380695328735,5649.021051298195,5626.4690893029
Q166,1175.146129459142,1182.3401650052788,1188.8577156685842,1194.180382806518,1200.5593632505452,1207.8378368822384,1213.5450435945666,1219.452492826264
Q177,1171.600194880524,1178.4146999077066,1184.800480816966,1191.42228352529,1197.8402212676297,1204.2304714231764,1210.1635850643866,1216.5981458311371
Q208,12027.303354522326,11421.412391019483,11250.41422186786,11971.083536677192,12264.019417766965,12572.349606414962,12519.567445933757,12966.984706253505
Q211,1004.6168553234517,854.8891739057945,1067.827424389367,865.5151059154307,948.0706552487427,948.7402743150445,1000.4389393903826,898.5455569443052
Q375,7786.58300187545,7921.647702646933,7870.155858617176,7708.087992858439,7917.974264539402,8041.816742399851,8042.632734907315,7911.681494330491
Q464,6414.874909757279,6502.950156484928,6258.09305978031,6351.70908149512,6521.170841153465,6561.12074172562,6513.4859321091335,6565.83388008921
Q495,3940.744806528094,3918.6819093227414,4025.637369871142,3931.9501326084164,3986.4616835117367,3929.3703360557583,4059.667728185656,3946.675241231921
Q577,6971.688707940793,6994.145776771288,6656.032773495606,7104.669869213945,7126.180141068151,7106.69715722743,6839.081992526,7202.245201447012
Q604,7930.976055330989,6578.099361807607,7470.875497802571,7671.680424500587,8089.820388070464,6772.118685798686,7576.683330388687,7812.839410679157
Q645,1064.5239976511775,1049.2190900104006,1062.7297242995362,1061.7494662293557,1060.8254644567799,1044.5698218499454,1061.7333491929687,1060.0668745628702
Q715,2576.3112730383873,2582.5957713723183,2578.602246463299,2578.239196062088,2569.660290002823,2587.059128642082,2577.808474600315,2573.407926082611
Q808,956.6456356232271,938.873533650867,934.838103480873,929.1599294628426,933.0383472344012,921.219604545804,922.7574145138346,917.0188108643209
Q834,6854.561699290277,6939.269139608763,7006.323181742473,7072.00408841676,7132.234984583941,7217.547895397642,7269.002081455111,7338.46204922273
Q839,1174.6143657171885,1162.93238513108,1163.686216827551,1158.1657035346254,1157.358406381032,1149.798747958246,1152.9850189775575,1149.9201913202755
Q951,1083.1669883655618,1072.1458271115441,1067.6539791799817,1063.2335843851308,1059.0391471673495,1059.117548420706,1052.1974836324255,1053.2867905271794
