id,0,1,2,3,4,5,6,7,8,9,10,11,12,13
D257,1127.8670036888122,1127.329191455841,1127.4732668495178,1128.0427108383178,1128.444346961975,1128.343903312683,1129.2457403755188,1128.7733883476258,1128.8093977546691,1128.8354685401916,1129.088915977478,1128.8222128486634,1128.65633102417,1128.6223703956605
D357,7163.378489675506,7159.586837703761,7161.030817464726,7154.060792482747,7157.227268081876,7154.715883684851,7154.651150741508,7156.329359586353,7153.605065028844,7155.831333214778,7158.9341286719355,7159.399567284287,7157.360234605571,7158.974896029632
D361,6999.41662526481,6995.6116428487685,6991.500224331339,6990.011179598052,6993.984041990564,6997.885483374561,6995.238004572981,6996.285335526063,6994.282239269259,6996.048324336302,6995.855288169962,6994.03326099601,6992.009731887484,6995.813198004508
D364,6231.069782480471,6225.644074716489,6229.379496763563,6228.115258165513,6223.430480776473,6228.066461183042,6233.175246020846,6227.9913931903175,6228.882961873329,6231.690820056731,6234.748991166553,6233.554508128121,6235.916055027587,6238.228118022046
D398,7812.968242719092,7810.587463630331,7810.104090288255,7810.982377503015,7819.957755336421,7821.487859975282,7823.51917251306,7828.641369657786,7826.38203386161,7827.287179868472,7823.515024716913,7823.493167247195,7825.7099156452605,7830.207801317787
D441,4941.980744004246,4951.484013297113,4962.947200373707,4970.546285682763,4975.401411445738,4980.989841828492,4986.816414105597,4992.41205653116,4999.038358870739,5005.135749977381,5011.269249458608,5016.745838997209,5025.111471747756,5034.008387638475
D450,478.3796371150013,480.7567070460315,481.83580192923506,483.63785433948,485.7461300253864,488.0045658624168,489.8838531947132,492.59634783625563,495.2323127782341,497.4981926304098,499.8185574495788,502.13168720841367,504.4208655220266,506.9999686360355
D477,8754.038834684334,8754.395619614692,8763.935398578138,8768.17934230588,8786.01965430765,8779.386765434878,8788.914595846078,8789.505872204014,8806.842364683289,8817.569954791034,8827.572695681276,8832.35420270271,8844.13836669126,8855.671498743688
D508,1190.8360408713822,1192.466780956366,1193.1067582651212,1194.4487353257375,1195.1676170925728,1195.4368546374433,1196.9139535192394,1198.6402308913425,1200.4732580129441,1202.5213192769818,1203.0872623524456,1204.0981843867514,1205.3719918836193,1206.2760306851908
D523,14588.259242926493,14598.883564307596,14597.662101916492,14601.038897964621,14617.582116741614,14617.606317437014,14617.141906010022,14612.723274688298,14620.372691335058,14636.760482137395,14648.185365901552,14643.179965795587,14642.60692497417,14646.57499978928
D552,1483.7637447306208,1482.1968715556823,1481.0840853154887,1481.3680556373838,1482.7473857012128,1482.2456601482581,1482.3548942780992,1481.9729445321798,1480.7993598784267,1482.6707498753576,1481.2832673723283,1483.729525570629,1483.3598159667354,1485.3474610819826
D749,1437.863861463666,1437.480014528036,1431.3514298856257,1431.061713501811,1430.4831222987175,1430.9442684954404,1431.0705343449115,1431.1144827151297,1429.3021267330646,1428.6087087243795,1431.0870227760076,1432.9185477280616,1432.4839887368678,1432.0802247738839
D1137,1311.5496199260822,1311.7103981668272,1312.3226972708103,1311.5461911085972,1310.9964088635827,1312.6070285613948,1313.0751249194147,1311.9351050096723,1313.2671229482255,1313.7286590862066,1314.787363117895,1313.1397252424822,1313.7696518497273,1314.2938666767252
D1173,1736.698825292585,1734.5074536322256,1736.5303111680266,1738.526613715785,1739.0291563625294,1739.1041568893504,1739.2285462238424,1738.3678775804003,1743.4009659899634,1741.2764126797965,1743.1943281479046,1744.8891997611595,1745.4056294254538,1744.9640594192308
D1459,12480.186313809616,12469.83918222333,12475.877465634541,12477.228938106653,12478.531738979096,12474.397908247653,12470.272925827396,12473.894869038977,12477.567257992949,12480.596993798626,12481.30738630424,12481.692020965012,12482.326694985348,12477.419227024495
D1542,14546.91022229635,14541.731022509748,14554.630573695993,14551.211180377102,14568.617954416579,14546.9669685293,14549.248232397495,14547.27377299424,14556.817994436657,14559.498904903963,14563.709583474196,14569.19677882719,14565.978084677046,14561.235378135798
D1690,6132.608003735542,6131.889287948608,6135.141511082649,6136.843935966492,6137.663869380951,6137.146748423576,6137.6858813762665,6137.526522397995,6139.24555015564,6139.8645414114,6140.107594251633,6143.109272241592,6142.098830461502,6142.653153657913
D1800,2085.6696352362633,2082.3694157600403,2086.284773647785,2084.9225574731827,2089.650949239731,2086.3533875346184,2088.8325184583664,2088.424686193466,2090.122269690037,2092.003429234028,2090.454518198967,2091.6312327980995,2091.0238778591156,2092.9171058535576
D1805,5896.069806575775,5903.877717018127,5902.108464896679,5902.03857845068,5894.60640078783,5888.668437063694,5903.837744653225,5902.983051300049,5899.9345717430115,5900.674749672413,5905.424196779728,5907.823842525482,5906.614650547504,5906.463478267193
D1952,3677.6572743803263,3689.884312182665,3697.7430316776035,3707.032783386111,3725.8419239044188,3742.0513241797685,3754.7209202587605,3775.9140662729737,3791.3089375436307,3810.154488989711,3827.612784087658,3844.5105991542337,3861.465513175726,3881.4349210083483
D2002,1485.251872992716,1491.2773146208658,1493.3911201677608,1492.240932846829,1491.2554466416866,1488.435406456536,1490.4930405830853,1490.0575169583256,1486.8063906683233,1486.85727720315,1485.956631621512,1487.6922742490603,1487.2341839401442,1491.2845915588728
D2047,9047.469094371056,9038.597110803723,9037.19174532607,9046.854233725564,9058.594645379853,9075.20458245787,9072.455268164986,9063.063691968093,9076.210696210592,9068.173581379895,9082.467416771151,9077.202032549641,9081.907696941495,9084.92250315195
