id,0,1,2,3,4,5
Y5,5374.255044460296,5548.131763935488,5691.326153279149,5793.95667553068,5924.063148500133,6065.9410655518495
Y12,1726.506397667727,1754.1063183547592,1789.2157996348376,1818.0750316466524,1844.949399450926,1875.5956635623254
Y14,4755.229651278255,4918.963060168496,5036.702920069451,5166.045726400841,5286.188492812021,5427.784791066623
Y22,2797.4786526638236,2872.3447282826673,2943.243512951084,3012.4426796173243,3081.8428164355946,3161.9076159768006
Y36,1066.1828158082967,1068.6923059249584,1073.850954051358,1076.8579988803153,1080.735454616839,1086.4286082490985
Y51,7931.691265908212,7971.391124538944,8076.197994134231,8149.667017633675,8228.064109976742,8331.818732145708
Y72,8764.509739606963,9189.896249535395,9540.189302699811,9873.462984830629,10148.548024843674,10371.71175963758
Y76,9361.712313481265,9581.326338576382,9664.853791209021,9794.912352522679,9891.234461480357,10038.986792017498
Y86,2483.0053627072793,2503.204422592879,2552.8394742624564,2542.233469485718,2494.504302224116,2497.7950197938153
Y104,1537.3437877888393,1542.0407878343767,1532.8854839812552,1521.7858410194115,1526.8588727927042,1536.136261141428
Y108,2294.165849932026,2297.7800917765694,2318.5657803059175,2321.7069453008335,2336.090465238182,2377.234277750326
Y143,3036.927087718858,3139.2329578410095,3219.9387658961846,3307.0105524649694,3380.224528864882,3470.5751615537747
Y158,2696.0691159049225,2791.472866943241,2871.874919379002,2959.411873732613,3045.7553314601987,3134.375561360698
Y169,5877.757270819464,6040.519180034328,6199.89310324659,6344.198535758166,6472.290606383601,6590.880786262573
Y173,15878.897412794144,16183.563571713916,16403.793869232395,16617.783256884068,16939.83439299679,17200.9152865999
Y177,3160.708133041665,3331.9309940735134,3484.3704790933457,3636.706396071043,3785.67540428063,3932.8960421248066
Y202,7065.602597815226,7085.159308551132,7062.851102823004,7083.018618515748,7055.195932057369,7010.290815612694
Y218,3421.873746880467,3555.784095353504,3751.0211065916046,4197.790724437895,4266.5959459341375,4326.9856124494445
Y234,8894.978810924886,8962.99229075609,8925.95726160111,8800.40168704209,8846.681473041974,8918.818793751889
Y251,1944.537172315511,2071.7500188771505,2198.7267675404905,2324.639802547298,2446.824758700851,2566.6117590403132
Y260,7572.4878368452855,7755.070661014046,7926.356014603766,8097.6413681934955,8283.603405516367,8457.780629251476
Y263,6901.147128627063,6993.069658695013,7113.3487228638105,7223.571255063146,7325.892806346231,7402.133610682019
