id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
M3,13223.811027699654,13237.796614106981,13301.580390850722,13209.043778982958,13208.472791696124,13251.45001972759,13257.352037196524,13390.11028394696,13419.01723894348,13389.300161298355,13374.000409170536,13496.166956952084,13474.73576370816,13521.665680999631,13562.688186180896,13543.234506361241,13568.804660275993,13602.617272570122
M32,3654.4774764550684,3542.3900376966244,3810.9485621544686,3895.4719277325976,3586.7344774029852,3657.40221446148,3709.968209157859,3716.227554100961,3750.763419264388,3592.734280351877,3782.3107738988333,3858.6053163067477,3778.1694702664254,3727.4292427310124,3782.1909905110233,3787.6238369895937,3713.8133847333975,3754.830203779848
M39,2336.0274858919934,2422.521062167006,2458.159517411488,2495.9072764896887,2547.336758698076,2501.557837154401,2422.7852906142243,2487.1138121423646,2504.02104958214,2488.024081790678,2571.4337649892473,2476.4319847308875,2484.6083643037005,2527.9988236072686,2545.550645534545,2567.2843726482647,2598.411802621522,2573.988553114337
M41,4711.114051913176,4730.6753399815225,4798.431888654841,4697.391029638916,4874.660964196846,4897.293812973624,5009.753575819088,4694.902498373016,4575.100384979339,4502.098630399884,4798.007235284327,4711.82180201116,4757.197793342337,4770.902948756553,4773.510257936813,4761.975106549487,4849.310363617683,4849.649431398275
M48,815.0576002391595,840.768618165966,932.5437988118998,963.7062991139044,927.3893201426499,895.2559304397914,960.1148647589682,951.247387382893,946.625433876632,974.7721005695616,921.1209675517963,981.6955385218743,991.8323372747429,1008.8546277245683,1024.0998200305098,1038.6666019093457,1022.8963724616616,1018.1619391914087
M71,6303.861049009776,5674.523873048105,5688.055013241658,5584.30800621818,5739.857316113156,5820.527061753127,5444.772000800876,5979.4493223837135,5967.110699124413,5401.783342261901,5833.384485034426,5698.474427372993,5755.876045141162,5680.572253891568,5673.009216211826,5608.082028752667,5739.309416295429,5766.10170586006
M83,3611.2383338610025,3765.108086903638,3850.267634332982,4048.2025620736586,3971.6114697673747,3671.4701944579856,3826.7715489193315,3742.239440994849,3732.9577668752895,3899.8971497634075,3825.640925250896,3939.8475738567,3772.4544757545546,3797.3413548675917,3829.459528406841,3907.973413822792,3878.70911564226,3793.24409328541
M122,18566.51769189835,18296.045980475967,18677.688781680325,18316.471079339528,18730.37631148047,18626.504727937965,18406.368516366063,18316.035332923908,18533.895306015394,18622.37482948939,18661.3208713861,18649.36710367863,18698.548885739627,18624.267992746773,18785.136801051212,18675.62799615566,18828.04294231495,18807.541072084925
M125,10215.700407778602,9906.636757392487,9766.865862122786,10572.328735492067,10817.121797595015,10845.10007872491,10583.854426872384,10506.074363908278,10364.137713829312,10409.89690667804,10265.655933343505,10439.552739189492,10717.559017699146,10617.72656528206,10567.842344514462,10833.247803720116,10886.622300051205,10921.069074174013
M130,3457.0417181263037,3475.434311258471,3485.5007820027104,3477.454146435747,3529.932999076825,3489.0129176978426,3456.9502201756845,3475.516850532463,3494.4718813281897,3520.8199465339617,3504.034970005196,3524.452295724529,3527.482263498682,3534.510333367836,3538.9287049007744,3538.2965328983487,3552.587198845856,3540.8274426598546
M134,1449.4424458564258,1473.426107029914,1419.6087926685443,1448.8472669273392,1437.5012350679797,1444.726846839997,1465.202290949266,1449.0086279378436,1444.178459340538,1438.6548607614866,1435.236510311575,1464.5590081025814,1459.834608318039,1460.118112072245,1444.1304120804507,1449.9990945746044,1449.4031058546102,1453.9678662855767
M147,1098.64296656847,1096.7152771055698,1094.6224516630173,1098.568450987339,1095.370453774929,1098.5440584123135,1100.1345955133438,1098.4233275651932,1106.5138248801231,1099.668013870716,1098.2659770548344,1095.9190695285797,1099.6441535949707,1099.373543381691,1099.3684667944908,1100.2353153824806,1098.8394181728363,1100.2175204753876
M161,9927.717551520593,9882.47569721104,9835.636789943883,9894.458227579766,9919.498956248042,9869.48985469186,9986.641233047618,9902.096689741147,9785.691991147009,9865.5817170237,9892.725098311026,9839.0132221396,9876.99669117699,9852.666069143577,9833.206604466832,9875.490921103721,9888.428630217903,9872.118936996363
M171,2867.5906244802773,2876.087212871523,2888.0787414938904,2879.320030504889,2886.53705578948,2890.6704157067925,2896.274110531491,2901.840659691471,2906.808006595715,2910.99092095519,2916.0798584462327,2921.4581049347403,2929.1618152368246,2935.75171676282,2942.5641906505953,2942.734033436289,2948.5077965531827,2952.990738175754
M177,2628.2306067605778,2637.1129961283636,2654.813981301078,2634.03216189699,2638.9458620275864,2639.9522204715477,2648.8461627613406,2655.8663287677696,2663.5710963731344,2671.660796748126,2667.81145289741,2676.0362603409744,2684.728668410428,2691.2730307501934,2700.5645066660745,2696.784828023114,2700.3547239852096,2703.4616794920407
M191,1413.4463995965282,1410.4425484549436,1419.399195109282,1418.6970500534596,1415.3132427633302,1419.8680917936736,1418.9178446742467,1396.5298020053822,1419.9798771783574,1407.8099228637957,1409.5454762562338,1455.1121153066981,1421.843840415323,1420.5844159635099,1423.4758784918638,1421.1319918121242,1422.8940937469501,1428.916753503549
M205,10002.51256942749,9951.30865573883,9785.457688570023,9911.521978378296,9849.199496507645,9896.7764544487,9853.247529268265,9970.98493218422,9839.852772951126,10106.894832849503,9731.521874666214,9887.657231092453,9999.541544914246,9984.010326862335,9943.66972565651,9997.970156669617,9945.450110435486,9979.831819534302
M209,1833.2785178198094,1841.7694818500502,1845.9177011705049,1847.4081723339755,1847.5875591169777,1853.0419105348662,1854.0280743242604,1857.4319333951576,1855.1336967111772,1862.8589278129011,1862.0549725179953,1864.6585980865864,1866.8575312853266,1871.1054281588047,1874.0858092493002,1877.2965729846665,1879.2982984705493,1883.343847043783
