id,0,1,2,3,4,5,6,7,8,9,10,11,12
W1,37159.44982527294,37220.78190245911,36966.67017727744,36998.02981697598,37090.50816809149,37088.49889345378,36970.666896750954,36993.33014779474,37035.18175307818,37032.97522353454,36920.07423969504,36878.41941572034,36966.539596378236
W30,3806.200094102339,4007.7590743234514,4131.518440391654,4355.500821858012,4336.780344576633,4286.177039749803,4452.358620670914,4577.792532401826,4595.061637119559,4541.163766802961,4594.40922396516,4633.0891367749955,4657.6305609686215
W32,3112.3867103389207,3898.3644858366656,3891.7067230505813,3103.0384837628285,3212.374868817357,3559.1230595370225,3598.770144298175,3445.0193412622602,3227.8897318239024,3484.8238875135903,3691.682651706461,3309.2446151950185,3308.827155214309
W37,2885.2707435109132,2899.5063543644687,2886.74387092811,2887.7869142992654,2894.129900287021,2883.0638962281428,2894.8746501578844,2893.080929851399,2882.907031769789,2898.477588345204,2892.5103292678928,2889.757634206374,2892.983983009088
W38,3229.7809214746953,3233.736694381237,3236.1183255767824,3241.6182420110704,3229.6862343108655,3238.0823860919477,3239.9075682616235,3241.4287381327154,3233.003581390381,3240.614008203745,3239.765321598053,3245.087480083704,3233.0463187253476
W39,5511.0653476426605,5518.49764700817,5518.687923211591,5521.678848586619,5513.290748833761,5512.989028334911,5510.00548506445,5510.844344265622,5503.744799661032,5502.598984595499,5500.300964466131,5494.328153930077,5488.7533535571665
W40,5519.468902766288,5527.686516904863,5527.563903083159,5531.590958774792,5524.13910283727,5524.611303171802,5522.749044533771,5523.855269646146,5518.539742308863,5518.289455024159,5516.888107082126,5511.876756887703,5507.444236756503
W61,9917.794320169385,10097.527650442948,10086.560988611247,10156.569258142268,10033.495367137457,10059.624586466542,10150.784831868938,10183.998470002094,10145.274282269438,10164.897484465888,10226.989543717591,10229.884325349843,10247.478690802362
W63,6107.577736411942,6094.024072238536,6228.079305279952,6241.530800253699,6109.234089472898,6101.22955176396,6190.664481742779,6210.020250539894,6119.767815037273,6114.621132358394,6175.986088382719,6217.834269346687,6134.28527205852
W89,1236.4792492316515,1247.3764336937927,1252.9477197094498,1247.0531853456823,1253.7728191124675,1261.7953509468123,1262.659897034352,1258.044555071197,1264.2346943487314,1268.4363520569648,1269.3668887787605,1268.7405103300612,1266.7694115204163
W97,514.8658154632313,520.0648128790053,522.337810235279,519.5384391209038,516.5889990204541,520.1107908330765,524.264743323266,525.5053088782847,524.0283179284899,528.0708395433998,530.2278244418367,530.0590380073303,530.5838892324183
W98,662.6860837492302,677.0468579244839,687.0178948251177,681.071581682558,686.7502489374494,693.4055041554005,698.5682200110567,698.1561700133832,700.2674493850856,704.1361226452271,707.0275291378559,706.7628487538103,708.6917054707109
W104,1148.3649000105358,1140.3943180254557,1136.6485038806786,1138.0085930569894,1138.407720978319,1132.97937609471,1128.9875019558312,1129.5256785977883,1129.7701349630506,1125.6950760320738,1121.6082454452064,1119.6218376452027,1118.6894798078513
W128,3532.4813799376066,3533.8062939065157,3491.5844370311925,3537.016034773916,3535.221939923402,3523.863979458328,3508.9592335281036,3525.2574946980926,3550.7084542395983,3541.2170262082864,3532.2236677176747,3525.075627689517,3558.223529078272
W134,11961.196207140369,11989.401909676522,11951.788030584214,11998.846519898461,12013.429063306388,12026.662640402375,12022.862136977856,12044.756134787764,12066.930580450566,12079.699755875792,12085.655976321474,12091.292361776015,12111.629647681744
W135,5901.182635806413,5902.125789351409,5888.034448625443,5894.488293416028,5889.767061368753,5885.675987890755,5885.952336026335,5883.393632727443,5881.85377374091,5877.60144461634,5875.722987054947,5878.274083657289,5877.891705390066
W147,148.05861228960174,150.40064845175783,150.9629938867524,155.88864817868983,151.01195655014837,150.06160634991485,148.5817085629132,150.52253693659188,150.44541012403786,148.90536387678014,150.2794294216019,150.36029195006992,151.1430718306939
W149,4934.834527802095,4957.349821305285,4941.3388200786585,4969.338200212515,4971.949115242498,4959.521577627095,4972.848002638886,4979.987792332324,5006.877314270496,4977.143116567057,4991.437928791835,4992.576196270693,4993.6934131274775
W188,2459.878756761551,2442.1392031013966,2416.8917285203934,2440.3056383132935,2429.9310136139393,2424.7689315974712,2410.337743014097,2417.153626203537,2427.034202039242,2415.1639424562454,2420.2118557095528,2407.378628373146,2412.004229605198
W189,2024.9147177521802,2015.1851823867978,2021.3394063932537,2031.9303360694373,2028.7293690485994,2016.6891419836365,2006.1777255780814,2029.5980957682023,2018.390444859639,2008.3962331849339,1982.2916859833886,2009.0134112810015,2014.127341975719
W194,590.12521065434,578.4328064001501,567.1215348366894,566.6888692844636,555.9662368573717,552.0497682175443,537.4058343101998,537.3799544422114,529.295285345674,525.0069082712099,514.3094129442497,506.18499538503227,499.2747677110948
W226,3879.317738073147,3894.9385391512037,3914.4002338850946,3947.02232181491,3950.8863758262705,3987.246423833678,4004.6792683129074,4027.7984368454418,4005.661072089007,4022.693219650136,4027.529784424986,4061.774905587221,4039.9166227144497
W227,1676.485806130724,1637.3562904755502,1651.4628680022288,1632.3797781056928,1619.417958869806,1593.7469309815554,1596.2276356909401,1576.5498158832427,1550.1586768404882,1533.6512134601262,1525.5075233705675,1533.4516674475638,1507.0309515330114
W234,5251.906719773055,5658.129366074478,6048.774764115153,6416.394409678991,6771.357693414445,6984.4873156891845,7177.347497767378,7323.464963453189,7529.0644039697,7790.44594856473,7889.879213112228,7981.970032341642,8119.424802289396
W245,2901.831607839381,2899.3952218595864,2912.716470791319,2904.176457615972,2903.5162629097067,2920.246625010549,2925.2266958856953,2894.213375872124,2894.6731578057147,2921.2977243212067,2924.84738061145,2912.9925536440537,2911.187191807667
W248,15628.897638956983,15716.821542366157,16013.069718878973,16081.194106570076,15588.675560601356,15517.707719348533,15885.90534872293,15933.89588583049,15671.636170707332,15561.309221239811,15794.959052999868,15829.614060596352,15664.373815902321
