"id","1","2","3","4","5","6"
"Y4",8546.66666666661,8753.33333333322,8959.99999999982,9166.66666666643,9373.33333333304,9579.99999999965
"Y24",6549.76293706775,6541.33604533722,6541.33604533722,6541.33604533722,6541.33604533722,6541.33604533722
"Y145",9379.58687046267,9653.48814948859,9927.38942851451,10201.2907075404,10475.1919865663,10749.0932655923
"Y265",3949.24270218421,3999.36544236842,4049.48818255263,4099.61092273684,4149.73366292105,4199.85640310526
"Y422",1560.95676385982,1544.89794797932,1535.48575526276,1529.9691983514,1526.73590287259,1524.84084408477
"Y448",2590.42,2590.42,2590.42,2590.42,2590.42,2590.42
"Y702",2777.63681818286,2890.89063636572,3004.14445454858,3117.39827273145,3230.65209091431,3343.90590909717
"Y733",1084,1101,1118,1135,1152,1169
"Y907",16132.3076923078,16954.6153846155,17776.9230769233,18599.230769231,19421.5384615388,20243.8461538465
"Y915",15969.2307692391,16938.4615384782,17907.6923077173,18876.9230769564,19846.1538461955,20815.3846154346
"Y1078",9115.05045147789,9140.68140650358,9218.41077137702,9305.3579368202,9377.01080108934,9441.66819260754
"Y1100",3405.96807210553,3428.92301004506,3505.57087817917,3582.21874631328,3658.8666144474,3735.51448258151
"Y1121",2053.612,2260.355,2467.098,2673.841,2880.584,3087.327
"Y1150",5156.68626879409,5352.49873532143,5548.31120184876,5744.12366837611,5939.93613490344,6135.74860143078
"Y1171",12689.6328652607,12953.8433734118,13218.0538815629,13482.2643897139,13746.474897865,14010.6854060161
"Y1332",7885.71428571516,8271.42857143031,8657.14285714547,9042.85714286063,9428.57142857578,9814.28571429094
"Y1417",5163.32413793091,5279.74827586183,5396.17241379274,5512.59655172366,5629.02068965458,5745.44482758549
"Y1504",7421.428571423,7742.85714284599,8064.28571426899,8385.71428569199,8707.14285711498,9028.57142853798
"Y1633",6448.5,6631.3,6814.1,6996.9,7179.7,7362.5
"Y1723",8662.99239634729,9536.68845839185,10410.3845204364,11284.080582481,12157.7766445256,13031.4727065701
"Y1770",5263.72228366076,5563.53006043201,5857.67506164276,6094.09219197772,6282.74641284342,6465.8044616381
"Y1794",3650.73053205414,3781.83365756951,3913.12681702874,4044.51689955177,4175.95641577125,4307.42114467232
"Y1823",1827.22727272716,1893.45454545433,1959.68181818149,2025.90909090866,2092.13636363582,2158.36363636298
"Y1980",7382.36249999586,7760.02499999171,8137.68749998757,8515.34999998343,8893.01249997928,9270.67499997514
"Y2012",1600,1690,1780,1870,1960,2050
"Y2104",1210.34,1210.34,1210.34,1210.34,1210.34,1210.34
"Y2197",10719.265385695,11910.2958742672,12962.5432356076,13786.4630300234,14932.8067241789,15890.1276887244
"Y2253",3150.15355803775,3244.02981052434,3337.90606301093,3431.78231549752,3525.65856798411,3619.5348204707
"Y2603",8627.35029466069,8639.55976132139,8651.76922798208,8663.97869464277,8676.18816130347,8688.39762796416
"Y2682",4183.60787616657,4388.61575233314,4593.62362849971,4798.63150466628,5003.63938083284,5208.64725699941
"Y2719",2196.84725268334,2282.56193836278,2282.56193836278,2282.56193836278,2282.56193836278,2282.56193836278
"Y2805",3184.53273908235,3363.0122761647,3541.49181324705,3719.9713503294,3898.45088741175,4076.9304244941
"Y3035",1563.33333333333,1563.33333333333,1563.33333333333,1563.33333333333,1563.33333333333,1563.33333333333
"Y3037",3200,3200,3200,3200,3200,3200
"Y3129",10086.7099809904,10244.5672866799,10455.9301409428,10688.1021410766,10928.367143963,11171.7796423764
"Y3272",10973.0999999998,11388.1999999997,11803.2999999995,12218.3999999993,12633.4999999991,13048.599999999
"Y3384",2880.28932773888,2880.28932773888,2880.28932773888,2880.28932773888,2880.28932773888,2880.28932773888
"Y3709",7054.54545454442,6809.09090908883,6563.63636363325,6318.18181817767,6072.72727272209,5827.2727272665
"Y3965",1297.88185672929,1364.87343466177,1419.29881515337,1435.74029669327,1459.53883999563,1513.53560605492
"Y4056",7551.53966116916,7551.53966116916,7551.53966116916,7551.53966116916,7551.53966116916,7551.53966116916
