"id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48"
"H21",15440.1036775879,14588.8119163666,13986.5667113529,13599.4194174647,13349.5138998062,13304.0150746582,13461.4683384267,13806.8652455567,14312.9466029968,14942.2969552896,15650.0728290492,16387.1681514564,17103.5953205748,17751.850846466,18290.0406025662,18684.5607716518,18912.1648026288,18961.2915314548,18832.5818268059,18538.5670415555,18102.5683595775,17556.8980904296,16940.4986882804,16296.1899215473,15667.7170983765,15096.8023235389,14620.3961125639,14268.3089323135,14061.3728509296,14010.2446873811,14114.9166556019,14364.9516846505,14740.4117073221,15213.4015195587,15750.1113099604,16313.2101508621,16864.422500678,17367.1112139195,17788.6940056766,18102.7352761752,18290.580413536,18342.4332455572,18257.8167745449,18045.3999310687,17722.2159021074,17312.3377551769,16845.1119623525,16353.0778078684
"H22",627.136795718739,614.621753639924,600.879171486699,586.119127278426,572.329677376566,560.437572255044,550.934801472184,544.169217832939,540.700982867069,540.752513572038,544.155889180087,550.510251905591,559.331715260616,569.98956193685,581.700292030245,593.615735341903,604.921589175945,614.87526769388,622.83282034915,628.293612020482,630.94274889179,630.666419486807,627.547698310838,621.855273603258,614.02412838637,604.622795882218,594.310024867293,583.787623655617,573.753155674682,564.853760568341,557.643707207189,552.549363782896,549.84412195245,549.634244076301,551.856033288061,556.284424469654,562.552292706228,570.178820223786,578.604682253612,587.231547352172,595.463191436061,602.745419291714,608.602116346233,612.665115401381,614.696055282121,614.598977448556,612.423048688378,608.355482214323
"H27",1810.63741456134,1697.82940436263,1601.52903338336,1527.18976914641,1478.62982018689,1457.85757674714,1465.02013652098,1498.47297627583,1554.96116987549,1629.89583187516,1717.70407314924,1812.22697915633,1907.13813508013,1996.35507613841,2074.41766696749,2136.81063200891,2180.2119959281,2202.65470326757,2203.59477627431,2183.88562531335,2145.6641406446,2092.15959345237,2027.44083894308,1956.12059939267,1883.03755039809,1812.93747184917,1750.17388166345,1698.44645772668,1660.59236069161,1638.4415472548,1632.74260264771,1643.16083668817,1668.34569511839,1706.06023312112,1753.36173951451,1806.81979452999,1862.75623436001,1917.49075517725,1967.57621997724,2010.00906674422,2042.40242807916,2063.11248197394,2071.31194526143,2067.00825814878,2051.00764730101,2024.82966350956,1990.57976000179,1950.78983773003
"H34",44549.3398636361,42782.4792720263,40894.7038569504,39011.8044317295,37306.9009079425,35888.7517886271,34841.1763917578,34226.4459318544,34080.4294173929,34400.8660769204,35152.2425139926,36270.4982651319,37668.168242324,39240.1101004727,40871.6183979971,42446.882642615,43857.1223841437,45007.9167907351,45825.4611599447,46261.2170704736,46294.651702383,45933.9334234562,45214.6114655475,44196.414242282,42958.4362428851,41593.0934448265,40199.3050231625,38875.3980664713,37712.2388501414,36787.065725397,36158.4373315865,35862.6206258453,35911.6339549664,36293.0389567809,36971.4502085949,37891.6120553628,38982.7862575529,40164.1090258516,41350.51706026,42458.8128278583,43413.4407897096,44151.5777122151,44627.1985878516,44813.8602520012,44706.0412977833,44318.9821852793,43687.0759137767,42860.9597903471
"H45",35053.217864693,33075.1120891721,31553.3078768994,29923.3086362155,28836.3630690772,28213.243936419,28148.5618536185,28475.0956543103,29288.9600366808,30491.8984104973,32008.3113831553,33689.4596839942,35447.2222770452,37153.0149317838,38695.497727969,39964.0336075005,40885.5069810797,41403.3655075254,41492.2979142026,41153.6422093219,40421.7348696648,39354.8780234197,38033.4410550541,36552.5647303269,35017.0432163941,33532.5607565394,32199.0842903868,31103.8715547523,30316.2225178875,29882.8302457803,29825.2514531848,30138.9291876443,30794.1874994294,31738.7368913062,32901.7751938795,34199.2060397528,35539.686286255,36830.9886494612,37986.3079837059,38930.044867382,39602.7061823412,39964.5889765374,39998.0404665373,39708.1633189659,39121.958260536,38285.9927427557,37262.7913715725,36126.22044875
"H52",2452.75007771889,2372.96568125039,2324.1705886591,2304.53103866167,2313.83925110799,2350.010175851,2409.3133215365,2486.70005811946,2576.20017285858,2671.35828179371,2765.67960045282,2853.0555242172,2928.14229424814,2986.67044894873,3025.6684134591,3043.59002929963,3040.34261166553,3017.21878337144,2976.74144393304,2922.43641949471,2858.55131306577,2789.74163761122,2720.74637182802,2656.07463785229,2599.72336689896,2554.94278359568,2524.06256185828,2508.38689212053,2508.16178485399,2522.61305453491,2550.04889810467,2588.01708006069,2633.50368500348,2683.15835331811,2733.52995869191,2781.29682421518,2823.47674196727,2857.60413047744,2881.86445428473,2895.17932127921,2897.23922632008,2888.48447874594,2870.0382032212,2843.59823039809,2811.29702691408,2775.54043146371,2738.83679616049,2703.6281659136
"H66",34217.2346583221,32929.0339404401,31147.0569698438,29221.7600307058,27280.5910148214,25448.4485035083,23839.7454804843,22551.3674239334,21656.9512250821,21202.8147632291,21205.7519074295,21652.7821059126,22502.8159142587,23690.0760582641,25129.0055639204,26720.3066601289,28357.6916341265,29934.8928957349,31352.4755589298,32524.0212919986,33381.3045669545,33878.1576427977,33992.8131853217,33728.6169376416,33113.1103677561,32195.5877273459,31043.3268434095,29736.772416969,28364.0099589701,27014.9045096108,25775.2893077755,24721.57559503,23916.1173499534,23403.6070056216,23208.7043775713,23335.0163048268,23765.4546196005,24463.9109194602,25378.1039134214,26443.383972634,27587.2241745775,28734.0906929146,29810.3696603592,30749.0330475739,31493.7517183629,32002.2074324627,32248.4138724294,32223.925621104
"H103",110995.193145804,105488.162568821,100501.580802896,96379.4738153224,93742.9407313695,92654.0556750084,93042.0249209176,94881.2035153692,98030.5288676288,102222.967477395,107141.776414097,112440.501667685,117750.625733145,122711.024761139,126996.628780507,130337.320972263,132533.632714048,133469.074100389,133115.84590138,131533.942977218,128864.642932056,125318.773330247,121160.500122304,116687.958247626,112212.16468539,108035.647702874,104432.238096542,101629.368835871,99794.0083473716,99023.0720574692,99338.8355755639,100689.520457108,102954.867571572,105956.181499449,109470.042198062,113244.654729679,117017.658304481,120534.15037391,123563.701856997,125915.242012206,127448.866832691,128083.859237521,127802.48524289,126649.427926815,124727.019633589,122186.712289647,119217.467576603,116031.937739265
"H124",326.797141925165,542.526235339763,800.720723986743,1028.2440041974,1247.4440639689,1467.98347879426,1641.26705578953,1750.83819539977,1818.12226790524,1838.88627429193,1798.43115875674,1710.51383537163,1594.17072856888,1452.3517535259,1292.69947488263,1134.29617096661,989.465400321674,862.896882870549,763.074495457733,698.355164670983,669.523509855737,674.430306969101,711.844881541374,777.549386167931,863.612093123907,962.305620914415,1066.57580061134,1168.38347128834,1260.03338817522,1335.96092432969,1392.13096953762,1425.60424802152,1435.44484250246,1422.84126816204,1390.27939359962,1341.31731822607,1280.65279574958,1213.55739175533,1145.22847553678,1080.5943739574,1024.08743413085,979.209504865363,948.317152667451,932.646357991466,932.28821157596,946.188129131428,972.333565777396,1008.00702956578
"H139",38.9939043359633,2.67089445106171,189.279845594276,421.002831415214,674.384921952833,751.541648216444,740.793922914708,709.178248921306,686.174395335389,676.443441929259,675.162767200353,676.968126967314,678.839552180578,679.856943027127,680.147986503747,680.089304253176,679.955031292073,679.861171728985,679.823021313271,679.81908179461,679.827054829327,679.834814233488,679.838889028352,679.839976937402,679.83967754267,679.839109383331,679.838727271719,679.838578294616,679.838567501675,679.838602436217,679.838634530026,679.838650807557,679.838654830267,679.838653366807,679.838650970953,679.83864941881,679.838648839571,679.838648817173,679.838648969199,679.838649101627,679.838649166473,679.838649181153,679.838649174208,679.838649164137,679.838649157847,679.838649155605,679.838649155603,679.83864915626
"H141",79.3382921085068,213.282388096923,350.861577509496,350.252465451911,303.127977598393,355.817211974327,424.945487040523,396.450922227863,348.003455828083,383.717930566152,429.591098393101,399.935591554184,362.167377735332,391.44837551434,424.259119411397,397.843585358817,370.020639555002,394.792745561788,418.448885039548,395.816698168994,375.759959416647,396.633454194149,413.528086839707,394.479854574407,380.258419911598,397.675891583473,409.555851773308,393.721763838959,383.819713401931,398.209920352488,406.398026815522,393.37050774242,386.630101810591,398.41032293026,403.909413426474,393.288057433015,388.834839536286,398.397045896358,401.962340969791,393.374208231931,390.553243422524,398.254050928007,400.449447747154,393.558653148182,391.883657911223,398.039432676096,399.281988962546,393.793263412801
"H150",25.921140534427,34.4237275129204,48.2968561271683,66.0824795374354,86.1980464830997,107.055748094217,127.170620351424,145.251251603843,160.268626127015,171.500547289505,178.550985258818,181.345456554202,180.105060125481,175.302987810071,167.608146408348,157.820954745185,146.806421004527,135.429297548234,124.495506991285,114.703203879839,106.605858906392,100.588707702573,96.8588711887082,95.4484984212913,96.2294630279404,98.9375030759924,103.203257812732,108.587432959811,114.617313466647,120.822019538746,126.764238074537,132.066619204593,136.431563731089,139.653698009719,141.624896184552,142.332228214104,141.849655001616,140.324636449633,137.961050540532,134.999936683908,131.699578064023,128.316336425442,125.087465429706,122.216876388085,119.864536194766,118.139865589516,117.099199298959,116.747088422716
"H155",-63.5177506781363,-161.789440285911,-213.519859163962,-195.254487251842,-135.019704391416,-89.5079934090449,-92.7694233485551,-132.936561510702,-170.517033537295,-175.583871744144,-150.187638106706,-120.646709718959,-111.654675378732,-126.601588903963,-148.860744043967,-159.032880931039,-151.171847553537,-135.051922800085,-125.282585464722,-128.569291978831,-139.781726677294,-148.345400086678,-147.830304041541,-140.371017616982,-133.318655331546,-132.304170785356,-137.006303705647,-142.537739345123,-144.264619805186,-141.50907790903,-137.349417473355,-135.41798168525,-136.856435191746,-139.86296893461,-141.707520212487,-141.11701570629,-139.030095462812,-137.418959527164,-137.49758954333,-138.882646046937,-140.205939101756,-140.408125724917,-139.537673137059,-138.502036442839,-138.170677180413,-138.678538959095,-139.455797426311,-139.822396875857
"H170",18.9855444323741,18.5470932181406,18.3582942837725,18.4130439126531,18.6839630141492,19.1400982350542,19.7399717412921,20.4318185739564,21.1595384744542,21.8677916627559,22.5057558312032,23.0304499353573,23.4095027880731,23.622986633561,23.6642001157033,23.5394377755208,23.2668262082705,22.8743559931724,22.3972952072768,21.875208840806,21.3488245013225,20.8569824101423,20.4338887347745,20.1068573386422,19.8946791867408,19.806705054052,19.8426702345383,19.9932339793036,20.2411554456614,20.5629854830562,20.9311222737794,21.3160603790612,21.6886577740124,22.0222536223267,22.2944895343188,22.4887167638773,22.5949085263455,22.6100372871611,22.5379182843272,22.3885596286894,22.1770933342815,21.922388346676,21.6454644952635,21.3678344649219,21.1098992884139,20.8895121480027,20.7208067221187,20.6133617051736
"H174",24.9939218373609,24.4732067414545,23.6545200645104,22.6591335537955,21.5472449727895,20.3713525914362,19.2187832179884,18.1946514710199,17.3829480298802,16.8340653460093,16.575747416666,16.620861805864,16.9628322165608,17.5698948717073,18.3875984137682,19.3469919800381,20.3719282498293,21.383799166392,22.3061434115852,23.0705141153133,23.6223217873819,23.9249268605229,23.9616415594092,23.7362170384762,23.2721283552442,22.6104943018738,21.8065522821787,20.9250184526236,20.0348738491451,19.2040373541352,18.4942655153708,17.9566067322001,17.6277574542961,17.5276120025996,17.658169404606,18.003829535461,18.5330113906968,19.2009433235611,19.9533921421284,20.7310244799307,21.4740487324721,22.1267755849275,22.641753723458,22.9831781370568,23.1293293012033,23.0738804173617,22.8260007381406,22.4092771158604
"H181",15.7017005646632,15.4438050510594,15.4946496920605,15.8236112674904,16.3502580932178,17.0039656339991,17.7342948779532,18.493461909099,19.2246350425848,19.8680371961907,20.37397515042,20.7104588119567,20.8631673084633,20.8324916033259,20.6315656112224,20.2853548345398,19.8290544939975,19.3049305919331,18.7581986433635,18.2329831435495,17.7689370770428,17.3985768951584,17.1452646479832,17.021901235128,17.0304739156788,17.1625198796076,17.4004201686229,17.719338462841,18.0895919086556,18.4792470145471,18.856738404247,19.1933110032934,19.4651023982369,19.6547190841806,19.7522119771616,19.7554121093002,19.6696397641962,19.5068469787818,19.2842931254854,19.0228840364597,18.745324255037,18.4742379961755,18.230407516409,18.0312594430257,17.8897024884015,17.813386499656,17.8044158330691,17.8595126291943
"H184",16.2509999252914,15.8150511161023,15.6742677214376,15.8308960921904,16.2246350109289,16.7909785798618,17.4763264170872,18.230988215041,18.9990647478935,19.720059488266,20.3378268247481,20.8087832520662,21.105298258696,21.2155082042847,21.1420748882042,20.900995912942,20.5200891933542,20.0365537070291,19.4935889918454,18.9365610899333,18.4092668112768,17.9506469665847,17.592113851973,17.3555923441684,17.2523677322329,17.2828051279592,17.4369344686139,17.6958106595184,18.0334921449327,18.4194432992737,18.8211503766669,19.2067397016444,19.5473981289947,19.8194205338941,20.0057468635844,20.096898737898,20.0912776410314,19.9948384214261,19.8201990992437,19.585287769961,19.3116572585344,19.0226163847108,18.7413324103904,18.4890526644555,18.2835756918147,18.1380755761773,18.060349933514,18.0525253870679
"H200",17.7789788553311,17.3207045555032,17.1689259239413,17.2304827746567,17.6399735429638,18.2183799682208,18.958557345504,19.8300248706167,20.6847744368203,21.5290253967976,22.2716324400605,22.8517109101201,23.2736015688155,23.480047623605,23.4875797141044,23.3120388711189,22.9603165604574,22.4885110707353,21.9283240246451,21.3261259719098,20.7372850152706,20.1944840275519,19.7409613488165,19.4040019274763,19.1972080360879,19.132631481868,19.2025394872567,19.3938807561294,19.6865754191698,20.0500523605238,20.4549611131558,20.8683130626007,21.2583640597413,21.5991366209412,21.8675891511127,22.0488899817415,22.1355104368087,22.1264312927055,22.0289580800608,21.8556423483436,21.6239516610374,21.354976209892,21.0706014890374,20.7929087002913,20.5419764025706,20.3344500567955,20.1830302963137,20.0952311074632
"H218",17.8699074560505,17.2608502908831,16.9111718741261,16.9060681613177,17.2049409709577,17.7266078931432,18.3996607145633,19.1782746077563,20.0195699906201,20.8674147643199,21.6548542056573,22.3190929389653,22.813579184848,23.111189744149,23.2015275041047,23.0880051521496,22.7869496811441,22.3274068748243,21.7495918379927,21.101420819235,20.4340257616957,19.7974251353301,19.2369274554593,18.7902595610571,18.4852856154463,18.3383650851884,18.3535445156171,18.5227293415122,18.8268135414758,19.2376000897567,19.7202889843791,20.2363143214909,20.7463246531174,21.2131000882478,21.6041982087602,21.8941386696831,22.0659785919614,22.1121880684843,22.0347946935526,21.8448208504848,21.5610859969657,21.208488123986,20.8159120795233,20.4139344813879,20.0325031789178,19.6987633189451,19.4351834762382,19.2581064026984
"H248",17.8735042991066,17.4637259016116,17.1983529383919,17.0920399048105,17.145839268645,17.3477636552269,17.6743791753948,18.0932515403283,18.566005912948,19.0517230346148,19.510380093721,19.9060550523368,20.2096457289308,20.400906142767,20.469667417753,20.4161830170167,20.2506119889292,19.9917231861223,19.6649626709561,19.3000714142954,18.9284679707875,18.5806196603003,18.2836160757759,18.0591321436036,17.9219274451321,17.8789780171239,17.9292809558872,18.0643156462263,18.2690929353831,18.5236791425672,18.8050486567637,19.0890991801109,19.3526583791589,19.575319555738,19.7409655516553,19.8388720972552,19.8643211124351,19.8186975340798,19.709086402892,19.5474266893498,19.3493116108638,19.1325495990203,18.9156140590585,18.7161129852524,18.5494016452459,18.4274440733968,18.3580038934787,18.3442144395312
"H253",19.5345046519487,18.8122065204519,18.3249800716777,18.2001234679421,18.4241912964702,18.9183833386902,19.6133955579001,20.4601392990678,21.4062132644841,22.382905981632,23.3132861019227,24.1269722354872,24.7687341591308,25.2000449050464,25.3985746841417,25.3585855239024,25.0915664033708,24.6254696557564,24.0020620399538,23.2730338166168,22.4956665627238,21.7284803033585,21.0270180866298,20.4399444638904,20.0057331590497,19.7502202207842,19.6851979270917,19.8081030652796,20.1027622060049,20.5410932253636,21.0856071415715,21.692502277664,22.3151029595067,22.907376680228,23.4272687197661,23.8396180176506,24.1184582532504,24.24856010168,24.2261310856474,24.0586540371565,23.7639089162969,23.3682807253167,22.9045044071999,22.4090328630574,21.9192345610942,21.4706317393475,21.0943791720161,20.815158256569
