"id","1","2","3","4","5","6","7","8","9","10","11","12","13","14"
"D10",2543.83141029324,2541.29341983203,2534.8434534523,2533.00459595467,2535.44544366568,2535.44544366568,2535.44544366568,2535.44544366568,2535.44544366568,2535.44544366568,2535.44544366568,2535.44544366568,2535.44544366568,2535.44544366568
"D26",2352.67790739136,2348.27628442141,2344.99188117348,2342.6220558977,2341.00092208396,2339.99268178224,2339.48616812774,2339.39037774509,2339.63081348668,2340.14649052668,2340.88748549078,2341.81293012585,2342.88936887846,2344.08941437655
"D42",7052.47450026702,6922.59497888666,6949.37946118978,6994.08568547978,6956.64187931887,6963.20705855946,7056.99060417023,6937.83386667853,7023.94025094321,7018.39488405855,6988.99539398063,7034.04107498482,7055.18048367812,6986.58783494616
"D46",10288.8793745766,10246.2634109595,10209.2907474529,10177.2140857809,10149.3850865573,10125.2412649306,10104.2946215369,10086.1217789668,10070.3554243834,10056.6768853275,10044.8096886517,10034.5139723937,10025.5816376426,10017.8321424055
"D62",6040,6040,6040,6040,6040,6040,6040,6040,6040,6040,6040,6040,6040,6040
"D64",978.5,978.5,978.5,978.5,978.5,978.5,978.5,978.5,978.5,978.5,978.5,978.5,978.5,978.5
"D67",5783.01399035927,5817.6309312598,5849.82092461863,5882.40091292276,5914.91823153389,5947.4456207638,5979.97139170969,6012.49742270348,6045.02341190923,6077.54940783005,6110.0754026718,6142.60139768695,6175.12739267423,6207.653387666
"D77",1922.47272727273,1924.04545454545,1925.61818181818,1927.1909090909,1928.76363636363,1930.33636363636,1931.90909090908,1933.48181818181,1935.05454545453,1936.62727272726,1938.19999999999,1939.77272727271,1941.34545454544,1942.91818181817
"D84",1746.9,1746.9,1746.9,1746.9,1746.9,1746.9,1746.9,1746.9,1746.9,1746.9,1746.9,1746.9,1746.9,1746.9
"D85",7414.89218093986,7452.80737705542,7473.31694082613,7507.18894054679,7528.2257750361,7558.80920119221,7579.89119884694,7607.75410697275,7628.5493425108,7654.12303930602,7674.40777754894,7698.02311131248,7717.65132450778,7739.565133743
"D86",7302.7,7302.7,7302.7,7302.7,7302.7,7302.7,7302.7,7302.7,7302.7,7302.7,7302.7,7302.7,7302.7,7302.7
"D91",1948,1948,1948,1948,1948,1948,1948,1948,1948,1948,1948,1948,1948,1948
"D126",908.021766954585,908.406861361794,908.864568243882,908.825681779127,910.771438430426,910.23479694371,911.177005854342,911.697350642495,912.247956460849,912.712085861676,913.531300047587,913.865769447551,914.512355576705,915.066050038676
"D127",10427.6,10427.6,10427.6,10427.6,10427.6,10427.6,10427.6,10427.6,10427.6,10427.6,10427.6,10427.6,10427.6,10427.6
"D182",6478.12,6478.12,6478.12,6478.12,6478.12,6478.12,6478.12,6478.12,6478.12,6478.12,6478.12,6478.12,6478.12,6478.12
"D184",9674.21620050762,9683.77390479595,9675.46329735895,9694.27537509223,9692.33543947334,9695.66101178958,9708.59306594259,9705.02799068921,9715.08058258666,9720.65147182254,9721.23731322042,9731.76401121655,9733.45094790863,9738.65309365477
"D198",7061.35560795762,7060.50526966807,7056.48058419162,7056.04661864226,7058.92653933403,7060.01279218529,7058.15762871134,7056.8575915557,7057.89352545109,7059.13551273846,7058.69381700678,7057.65252941047,7057.7052220411,7058.4940553933
"D199",7031.28671438681,7026.5883302505,7031.03025929837,7028.2817318914,7028.24248550425,7030.94187441703,7026.77757943062,7030.66225926961,7028.62179148866,7028.06086426638,7030.89665130021,7027.02257013564,7030.32444186265,7028.91191202103
"D207",8237.5,8237.5,8237.5,8237.5,8237.5,8237.5,8237.5,8237.5,8237.5,8237.5,8237.5,8237.5,8237.5,8237.5
"D215",1206.65756081063,1205.54710305644,1204.47941357529,1203.45284518594,1202.46581414686,1201.51679771285,1200.6043317859,1199.72700865637,1198.88347483131,1198.0724289463,1197.29261975781,1196.54284421281,1195.82194559276,1195.1288117291
"D231",1351.25,1351.25,1351.25,1351.25,1351.25,1351.25,1351.25,1351.25,1351.25,1351.25,1351.25,1351.25,1351.25,1351.25
"D241",1415.3125,1415.3125,1415.3125,1415.3125,1415.3125,1415.3125,1415.3125,1415.3125,1415.3125,1415.3125,1415.3125,1415.3125,1415.3125,1415.3125
"D249",1189.375,1189.375,1189.375,1189.375,1189.375,1189.375,1189.375,1189.375,1189.375,1189.375,1189.375,1189.375,1189.375,1189.375
"D252",1166.875,1166.875,1166.875,1166.875,1166.875,1166.875,1166.875,1166.875,1166.875,1166.875,1166.875,1166.875,1166.875,1166.875
"D257",1130.03629206042,1128.80145975293,1127.60562276043,1129.59704284378,1129.44737733974,1127.74027036222,1128.93016663545,1129.73769701911,1128.16354164085,1128.40631919362,1129.6788354615,1128.6732871702,1128.14458976673,1129.3798941364
"D258",1118.12,1118.12,1118.12,1118.12,1118.12,1118.12,1118.12,1118.12,1118.12,1118.12,1118.12,1118.12,1118.12,1118.12
"D260",1073.60604947298,1072.89514560265,1072.98641621918,1072.91096497524,1072.92745857207,1072.91872366647,1072.92118092846,1072.92011119193,1072.9204525455,1072.92031722136,1072.92036322266,1072.92034580275,1072.92035191474,1072.92034965199
"D269",1043.75,1043.75,1043.75,1043.75,1043.75,1043.75,1043.75,1043.75,1043.75,1043.75,1043.75,1043.75,1043.75,1043.75
"D274",1123.79669264479,1127.86665916165,1127.24196249245,1127.99485951018,1128.74775652791,1129.50065354564,1130.25355056338,1131.00644758111,1131.75934459884,1132.51224161657,1133.2651386343,1134.01803565203,1134.77093266976,1135.52382968749
"D281",1089.45048373333,1090.78096746665,1092.11145119998,1093.4419349333,1094.77241866663,1096.10290239995,1097.43338613328,1098.7638698666,1100.09435359993,1101.42483733325,1102.75532106658,1104.0858047999,1105.41628853323,1106.74677226655
"D285",1015.35826969084,1015.40400890764,1015.44735030714,1015.48841959169,1015.52733587389,1015.564212022,1015.59915498734,1015.63226611441,1015.66364143491,1015.69337194616,1015.72154387509,1015.7482389283,1015.77353452902,1015.79750404168
"D291",9987.5,9987.5,9987.5,9987.5,9987.5,9987.5,9987.5,9987.5,9987.5,9987.5,9987.5,9987.5,9987.5,9987.5
"D295",8481.25,8481.25,8481.25,8481.25,8481.25,8481.25,8481.25,8481.25,8481.25,8481.25,8481.25,8481.25,8481.25,8481.25
"D303",9521.60980282983,9521.60980282983,9521.60980282983,9521.60980282983,9521.60980282983,9521.60980282983,9521.60980282983,9521.60980282983,9521.60980282983,9521.60980282983,9521.60980282983,9521.60980282983,9521.60980282983,9521.60980282983
"D348",7671.19051476496,7671.40225000555,7671.42061982358,7671.42221356023,7671.42235183033,7671.42236382642,7671.42236486719,7671.42236495748,7671.42236496532,7671.422364966,7671.42236496605,7671.42236496606,7671.42236496606,7671.42236496606
"D359",7041.55927526658,7027.44025168875,7031.41683714144,7052.89196688961,7034.05508352858,7031.37641467174,7040.11382813535,7037.58746256401,7042.96686627539,7031.38717008423,7036.11105274902,7044.33285228377,7033.41163399702,7038.64778950956
"D360",7046.88743730022,7038.55994620678,7038.55994620678,7038.55994620678,7038.55994620678,7038.55994620678,7038.55994620678,7038.55994620678,7038.55994620678,7038.55994620678,7038.55994620678,7038.55994620678,7038.55994620678,7038.55994620678
"D369",7030.10453010969,7030.62984921956,7030.62984921956,7030.62984921956,7030.62984921956,7030.62984921956,7030.62984921956,7030.62984921956,7030.62984921956,7030.62984921956,7030.62984921956,7030.62984921956,7030.62984921956,7030.62984921956
"D372",7968.4587453606,7974.82929463025,7970.3969350031,7966.20631747241,7966.82814991624,7968.26355278648,7970.0802356133,7970.67929964802,7967.79529749263,7966.35714812618,7969.22032913111,7970.46892582164,7968.32503649152,7967.80475001907
"D376",7301.79407361558,7300.63122547228,7298.36751319941,7297.29061153279,7298.25344857768,7299.63414780625,7299.83950357025,7298.99019712552,7298.297191292,7298.45459285742,7299.04862021125,7299.31933147501,7299.07140852704,7298.71928010191
"D377",7254.13307786437,7253.95382349124,7253.93864478922,7253.93735950401,7253.93725067006,7253.93724145434,7253.93724067398,7253.9372406079,7253.93724060231,7253.93724060184,7253.9372406018,7253.93724060179,7253.93724060179,7253.93724060179
"D390",7149,7149,7149,7149,7149,7149,7149,7149,7149,7149,7149,7149,7149,7149
"D396",7817.91825931987,7818.02894612931,7818.01421609376,7818.01617634493,7818.01591547762,7818.01595019345,7818.01594557352,7818.01594618834,7818.01594610652,7818.01594611741,7818.01594611596,7818.01594611615,7818.01594611613,7818.01594611613
"D401",6930.39864774513,6928.69282303537,6935.18655287302,6922.21011029847,6931.3444428644,6931.19483549262,6927.45016466767,6928.23617573852,6931.1381123741,6928.51656694694,6928.31579642773,6930.00217521465,6929.31597414513,6928.49968261225
"D402",6955.04209321421,6971.26292955239,6960.17772918796,6956.78660426117,6971.54806753679,6965.28905454714,6959.07757523337,6971.38199476614,6969.19371670319,6961.69173546856,6971.08022494066,6972.01222541855,6964.41311679192,6970.85197540265
