"id","1","2","3","4","5","6","7","8","9","10","11","12","13","14"
"D257",1130.03629206042,1128.80145975293,1127.60562276043,1129.59704284378,1129.44737733974,1127.74027036222,1128.93016663545,1129.73769701911,1128.16354164085,1128.40631919362,1129.6788354615,1128.6732871702,1128.14458976673,1129.3798941364
"D357",7152.47085927191,7155.25718362566,7152.2705002746,7160.08040870689,7157.70270691387,7163.97414625224,7160.90178875251,7165.5982315164,7162.2890408898,7166.01793958105,7162.85933507312,7165.99336243982,7163.13569901723,7165.84978361867
"D361",6993.96565327532,6987.20202764959,6987.20202764959,6987.20202764959,6987.20202764959,6987.20202764959,6987.20202764959,6987.20202764959,6987.20202764959,6987.20202764959,6987.20202764959,6987.20202764959,6987.20202764959,6987.20202764959
"D364",6238.96923639511,6232.61632309746,6236.98474732321,6238.69433298005,6233.5230559607,6235.10267888414,6238.72633238616,6235.11557002574,6234.09324113263,6237.92347651611,6236.50062179032,6233.9635044173,6236.77182675201,6237.31680520139
"D398",7787.71818893636,7787.78609539566,7789.53864859539,7785.19932117575,7788.63804846826,7787.2036245345,7787.08957866233,7787.82755200993,7787.16225276963,7787.48420217999,7787.46321101428,7787.34272612302,7787.46867256426,7787.39931801084
"D441",4939.70408163265,4946.40816326531,4953.11224489796,4959.81632653061,4966.52040816327,4973.22448979592,4979.92857142857,4986.63265306123,4993.33673469388,5000.04081632653,5006.74489795918,5013.44897959184,5020.15306122449,5026.85714285714
"D450",458.782243506482,458.346214518228,457.743606312283,457.627681936025,458.003607786123,458.49949467456,458.741200661036,458.482264976243,458.016199784034,457.75104593121,457.878549573315,458.28675022406,458.587961568788,458.540372387679
"D477",8677.72286715505,8667.80851815313,8664.04364518245,8663.6800040615,8669.99972275015,8662.07837126919,8662.54030582707,8664.69060324874,8667.35772405166,8660.86488083063,8663.6655935614,8665.43384653566,8665.32146585075,8661.07527527615
"D508",1176.59961572328,1175.95205617028,1176.14335167068,1175.96211788667,1176.47277828901,1176.51278590832,1176.53962619217,1176.49812417326,1176.4999437309,1176.47431031726,1176.47584383018,1176.47541397055,1176.47897664062,1176.47892139002
"D523",14569.6372070157,14591.4527100082,14605.7682533321,14606.7096853871,14623.5885976339,14634.4221829034,14640.5647011243,14654.2049530956,14663.8962532351,14672.2149258436,14683.8784155452,14693.2117540996,14702.3002896354,14712.78040099
"D552",1474.75919299941,1476.40731562382,1476.45537769707,1475.72059716765,1473.70723968506,1472.26566129012,1472.64521238605,1474.45355304516,1476.04977143732,1476.08319581115,1474.62359660181,1473.00870288929,1472.62285782652,1473.71653191106
"D749",1425.45279495677,1429.5015633308,1430.96739302838,1425.79351221253,1428.81788786899,1431.23761074424,1426.21977504005,1428.18794553035,1431.36563165809,1426.72111255329,1427.63233721645,1431.35698227541,1427.26790521423,1427.17029802801
"D1137",1309.64597535106,1310.48013030151,1311.02341143014,1309.77441043791,1310.23556974832,1310.9214168934,1311.04391408747,1310.05175608168,1310.53307236918,1311.07443096314,1310.94910435566,1310.21036455799,1310.70367149376,1311.1009528354
"D1173",1723.83248133275,1723.12208368251,1722.95272888616,1723.89857235804,1722.60310451435,1723.68940603408,1723.2626415912,1722.87385162625,1723.8847514046,1722.70043919055,1723.55261596868,1723.3797916946,1722.82501653113,1723.84715901923
"D1459",12466.405760946,12461.3597086122,12460.0208484733,12463.071124645,12468.6624102475,12473.8658997584,12476.467514882,12476.0628985781,12473.9698636787,12472.2089237712,12472.2720196966,12474.3927064851,12477.6332117429,12480.6006237301
"D1542",14501.6729741851,14491.7287081657,14489.5000811239,14495.0740650269,14485.6350858538,14488.898403033,14494.2519448935,14486.8573917782,14488.5623754282,14493.4846545604,14487.8035824114,14488.4151914212,14492.7941015998,14488.5211948151
"D1690",6142,6142,6142,6142,6142,6142,6142,6142,6142,6142,6142,6142,6142,6142
"D1800",2095.53422396708,2097.58668514245,2092.33695681386,2090.54338378797,2095.51932774668,2097.07675714978,2092.36395792319,2091.02158355948,2095.48176816708,2096.62862372315,2092.41066609008,2091.44124733473,2095.42719473433,2096.23589735032
"D1805",5906,5906,5906,5906,5906,5906,5906,5906,5906,5906,5906,5906,5906,5906
"D1952",3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540,3540
