"id","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153","154","155","156","157","158","159","160","161","162","163","164","165","166","167","168","169","170","171","172","173","174","175","176"
"Q92",6443.00000000007,6508.00000000015,6573.00000000022,6638.0000000003,6703.00000000037,6768.00000000045,6833.00000000052,6898.0000000006,7108.31818181783,7179.63636363566,7250.95454545349,7322.27272727131,7393.59090908914,7464.90909090697,7536.2272727248,7607.54545454263,7241.2,7298.4,7355.6,7412.8,7470,7527.2,7584.4,7641.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q95",1382.32658339746,1407.62235919562,1432.66258705554,1457.76389349093,1482.85060152099,1507.9407987195,1533.030161971,1558.11972454438,1630.5732960093,1660.1465920186,1689.7198880279,1719.2931840372,1748.8664800465,1778.4397760558,1808.0130720651,1837.5863680744,1751.21141823552,1768.230250397,1783.46438413986,1800.62322200163,1816.40053543871,1832.93239122195,1849.1738121805,1865.4449681824,2059.2164019065,2091.33280381301,2123.44920571951,2155.56560762602,2187.68200953252,2219.79841143902,2251.91481334553,2284.03121525203,2367.39658829943,2400.00829060482,2435.06881743882,2473.79230721039,2508.12129214517,2544.65346930942,2581.26743849486,2616.78534561766,2479.44021051434,2511.87932505554,2540.33050096124,2561.50215031582,2590.26078931657,2615.6574149851,2640.2909526208,2666.99704622835,2687.21339155147,2710.47313268671,2734.57478481984,2758.51362780189,2782.48395489537,2806.44819357634,2830.41360963743,2854.37879801619,2831.94153464777,2852.70577987111,2878.37346131849,2897.70279845415,2915.68482785521,2939.04533927981,2961.38962701812,2979.99315573136,3140.50009908916,3171.35076777055,3202.58249944073,3233.72051344492,3264.88157613443,3296.03697028868,3327.19375854813,3358.35020394487,3596.50392107486,3647.92828958023,3698.14108338021,3749.31208928693,3800.36379729504,3851.28900490661,3902.27885188488,3953.2684894176,4067.40484137876,4124.00517339387,4180.60550540898,4237.20583742409,4293.8061694392,4350.4065014543,4407.00683346941,4463.60716548452,4590.96230555951,4652.32853077363,4714.06515863212,4775.68708005013,4837.34452380494,4898.99096698815,4960.64081683281,5022.28961170118,5345.51859655023,5469.34736462958,5552.39170278952,5676.85754884473,5765.07068842879,5884.2579780385,5977.09475246181,6092.33106212662,5870.28793913053,5946.48439104035,6010.48249274691,6073.41785478506,6140.86626511655,6211.62830774287,6282.57251435388,6352.22322192641,5729.45044362504,5707.01909870204,5684.58775377903,5662.15640885603,5639.72506393303,5617.29371901003,5594.86237408703,5572.43102916403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q166",1095,1103,1111,1119.00000000001,1127.00000000001,1135.00000000001,1143.00000000001,1151.00000000001,1128.38888888889,1134.77777777778,1141.16666666667,1147.55555555556,1153.94444444445,1160.33333333333,1166.72222222222,1173.11111111111,1176.26923076923,1182.53846153846,1188.80769230769,1195.07692307692,1201.34615384615,1207.61538461538,1213.88461538462,1220.15384615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q177",1029.24225647928,1034.62012610659,1044.28843870392,1050.46532869724,1054.83671604879,1062.67585614263,1070.41525910736,1075.52457508068,1090.67229231639,1097.60568440974,1104.53907650308,1111.47246859643,1118.40586068977,1125.33925278311,1132.27264487646,1139.2060369698,1133.88516214298,1142.36145823264,1144.21247141377,1151.11355912929,1160.46893795526,1165.79664708543,1170.95320016103,1178.71081133687,1171.47821376813,1178.01921591139,1183.67160213635,1189.91185924257,1196.41973660536,1202.61756944388,1208.76174677174,1215.0517192397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q208",6210,6210,6210,6210,6210,6210,6210,6210,8702.98809745949,8657.47869604299,8679.75149948636,8668.85094360589,8674.18579598787,8671.57486033931,8672.85268106851,8672.22730149744,12191.3502585073,11485.8527517475,11808.2145430299,12389.4973735171,12507.9611261434,12691.8008967492,13021.3330151416,13276.8978150409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q211",859.176470588235,859.176470588235,859.176470588235,859.176470588235,859.176470588235,859.176470588235,859.176470588235,859.176470588235,961.64,961.64,961.64,961.64,961.64,961.64,961.64,961.64,972.636363636929,972.636363636929,972.636363636929,972.636363636929,972.636363636929,972.636363636929,972.636363636929,972.636363636929,1917.36506007636,2063.49823456422,1970.90643258933,2029.57375315499,1992.40140712713,2015.95426919569,2001.03088203027,2010.48652626751,1177.48312324064,996.878615867158,1106.52513204022,1039.95780942059,1080.37139113213,1055.83596560379,1070.73162890218,1061.68834637004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q375",5929.03465986534,6103.00836602508,5884.9959250383,5839.80614698952,6101.99653978489,6225.37232605589,6107.74091655714,6101.55761482157,6020.55937290071,6161.62418950507,5962.30118019773,5956.11918743818,6163.71552660638,6288.43308506716,6165.57575382691,6156.22708903028,6135.23259793632,6444.88656449093,6198.10627709805,6277.00741481274,6318.88008372607,6542.51350517459,6400.39100278298,6447.99169622856,6686.9588170362,6880.79752111299,6816.81784557005,6796.87423105211,6870.72135162892,7020.17625752832,7002.2259219562,6990.34013060063,7060.02993028724,7327.48180157368,7221.76685446732,7149.48759229178,7247.10198782815,7456.39661184885,7410.59619150459,7354.07383067051,7249.1410074592,7770.4577597594,7184.99137842724,7372.8253699191,7435.69821967573,7861.14214534752,7393.25429510671,7567.66160346538,7781.91788018304,7943.22921143193,7880.78213292901,7745.54498446129,7943.43764958917,8091.35897940042,8052.80254783252,7958.34182265239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q464",4138.34214875814,4235.81500377781,4056.87208928091,4120.49733603484,4287.66820221103,4383.39397873498,4232.16594559039,4276.64532640758,4370.18945796618,4533.40154445965,4245.68017805596,4494.2653157857,4536.4316051287,4665.68226561642,4428.0032498248,4632.13355084571,5017.12255558425,4982.39797758406,4923.63217482778,5009.42167451535,5120.87023835165,5140.26006658671,5136.59098918444,5191.0815257294,5724.07274253354,5690.49409539191,5514.29304453678,5605.8211418447,5809.74942242289,5834.01866998968,5771.3026012942,5828.55728486961,5989.85431517096,6293.81573575365,5868.27786886392,6039.2630615597,6193.0384147353,6458.30802794158,6095.62016340961,6215.03898610834,6183.51384545135,5970.35539540613,5829.55218236292,6031.10934245749,6188.05909431372,6131.08938955127,6101.61551357046,6205.80580146077,6438.63402675539,6413.84610476143,6254.47029838264,6337.76467555622,6504.41055528611,6521.9379229915,6487.84757103801,6545.38822597407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q495",3718.33333333333,3718.33333333333,3718.33333333333,3718.33333333333,3718.33333333333,3718.33333333333,3718.33333333333,3718.33333333333,3613.69565217391,3613.69565217391,3613.69565217391,3613.69565217391,3613.69565217391,3613.69565217391,3613.69565217391,3613.69565217391,3677.3870967742,3677.3870967742,3677.3870967742,3677.3870967742,3677.3870967742,3677.3870967742,3677.3870967742,3677.3870967742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q577",5486.76505546277,5569.8574222706,5429.28341978398,5577.91188152951,5624.4364665475,5704.20162364835,5638.4372143056,5730.78497474185,5702.17523982531,5990.0083099558,5686.80916428265,6017.58410279697,5872.21632664554,6114.38179279011,5905.46398819277,6150.47057344035,5886.79371618423,6058.54219039248,6015.19226719525,6105.96810829082,6113.1091066162,6172.40106163565,6199.17400670634,6246.22435558865,6481.78552055245,6273.59580499683,6361.10350268281,6298.39782929011,6567.86251485756,6443.17110034584,6527.58751054415,6474.50005904369,6918.28428149952,6722.32195450685,6825.61896910059,6729.73594091045,7017.12633785942,6894.34814531079,6997.11184105476,6916.38630374724,7214.11713751096,7116.34878112972,6814.53273897433,6842.78427875118,7267.69061935675,7251.89993461339,7038.90439371748,7028.6694799857,7047.99304957691,7064.19039690594,6721.96330109422,7131.17646091972,7209.65485322709,7166.64957723562,6908.21984700399,7254.48186559674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
