id,0,1,2,3,4,5,6,7,8,9,10,11,12,13
D10,2543.226950351667,2539.6461186508,2533.237800726708,2534.4132029111274,2537.029535851534,2536.4873055561075,2536.2151062679523,2536.302797949878,2535.8549242534573,2536.8747002233076,2536.7928003252196,2535.9806990969496,2534.8216583750195,2532.7351609713473
D26,2365.6995079221415,2358.643794977901,2360.3863881005823,2356.646257305454,2361.5921473782723,2358.9512715871474,2359.0170558411824,2360.4184771028404,2360.4015235473066,2362.172793562493,2359.710641569244,2359.4849588176257,2359.731660957847,2361.0947881881134
D42,6923.354607968878,6770.071438120985,6802.700758311615,6857.953512229095,6803.961599614858,6810.533210392431,6901.803692478188,6794.067220823425,6848.216250637665,6821.7390893327765,6786.5007164941835,6827.975941652269,6838.400409731151,6752.098881222889
D46,10356.538108310186,10304.754131082305,10271.885375888989,10239.01891512725,10221.075903091829,10188.646214031382,10173.890829696113,10152.456120326513,10149.113890101882,10124.548999644565,10113.520653627906,10101.612022914016,10094.528225336117,10085.458404500669
D62,6062.09560662508,6054.191830903292,6054.5098939538,6054.961473047733,6051.762553006411,6052.377353459597,6048.609223216772,6054.406909048557,6051.16876244545,6053.967255800962,6053.515409529209,6054.034681767225,6049.398879408836,6048.562224209309
D64,1016.9824248850346,1020.3303664922714,1023.8093924820423,1027.0998031198978,1030.3091842234135,1034.6997313201427,1037.8953832685947,1042.291449546814,1045.93866533041,1048.8619357347488,1053.4503630697727,1055.6491682827473,1060.5498803853989,1062.1491587758064
D67,5804.50449371109,5837.896809642288,5876.212262927231,5902.847610915613,5939.568147074833,5966.933222131214,6000.145282866299,6034.394999960376,6065.151222508451,6100.69508505721,6128.9102251243685,6165.812109361141,6196.070245369352,6233.565500598403
D77,1923.7971145629922,1925.8321785666694,1927.9533524946726,1929.320717828916,1930.2790163907086,1932.1245616566027,1934.2157474864518,1935.8134961214864,1938.2373205011397,1938.5073668046316,1941.43757393576,1942.1199325561365,1945.1965370871667,1945.7925111250336
D84,1745.127482688427,1745.6276849627495,1745.2774433016777,1744.8691437244415,1745.00185136199,1744.8044562339783,1744.83112642169,1744.3016986250877,1744.9265851438047,1743.9664137125017,1744.7019569396973,1743.604646241665,1744.4291615724565,1743.4352883160116
D85,7658.144508665943,7744.224653312394,7807.002925268353,7878.068301888063,7932.7422649014225,8008.931124005709,8054.784125077738,8133.54237067305,8188.813738275837,8265.567333863515,8328.562217352968,8394.639665407878,8464.248420553957,8528.806313108906
D86,8027.754351377488,8100.713688611985,8180.496211767198,8249.530581474304,8315.131989598274,8384.978103160858,8451.71442258358,8531.43917131424,8611.411110162735,8682.227781295776,8778.642215847969,8848.19338965416,8951.761036634445,9027.54129588604
D91,1993.3181632464555,1996.7422888582498,1999.887833178606,2001.716615498635,2007.7599788910095,2011.2913242286515,2014.3471868938386,2017.2635670906589,2022.471826017546,2026.0364936894775,2033.447552562442,2035.1914031214444,2040.6825547821447,2043.9542453296226
D126,910.0053929135901,910.055490931396,911.5306905715433,911.6594861778113,912.4327291981533,911.4814072047868,912.8729179065697,913.2172011170566,913.8313230704046,913.559040938359,914.9316440473123,914.9995059153819,916.2489436980137,916.2930380694631
D127,10441.83975031972,10444.78903671503,10451.891172939539,10447.104196125269,10446.809310489893,10447.636587566138,10444.967135351895,10446.010600459575,10448.465891981125,10445.82383955717,10447.729599410295,10436.596130812168,10440.993797153234,10439.106897693871
D182,6493.476469154358,6491.558820838928,6491.967684860229,6494.2883082580565,6496.88699924469,6496.684462661743,6500.538403625488,6498.237783546448,6504.779226417541,6500.681192512512,6503.187043304443,6499.823481674194,6499.412233467102,6500.9396144104
D184,9680.583933417027,9688.033836871831,9673.361587518835,9696.798214302193,9695.271029263164,9692.534202105078,9707.147822450255,9696.735160449252,9711.678905494728,9715.181201398975,9715.300044800357,9728.093690130188,9730.629638653316,9741.52994134079
D198,7057.698845319037,7058.09564578442,7054.520305057267,7054.247277563916,7057.171311924042,7058.058922088568,7056.444228704825,7055.759421681783,7056.954644524085,7057.220096867508,7057.312487604883,7056.90786855944,7057.823944762081,7058.334341035079
D199,7025.704800588266,7020.924651500986,7024.22654254398,7021.420629643898,7021.344012787081,7022.984037537351,7019.246979763475,7023.640491280251,7020.50680087294,7018.938916798261,7020.311152126295,7018.372220264214,7021.86807064263,7020.246968572033
D207,8195.492178201675,8195.726999640465,8197.091418504715,8191.332459449768,8190.8306658267975,8187.877896428108,8185.395374894142,8183.789652585983,8179.703223705292,8176.193001866341,8173.355785012245,8171.135222911835,8165.461999177933,8161.329677700996
D215,1209.4083263694486,1208.912727710023,1207.5332102794946,1208.021155216446,1205.882979382721,1205.486858232491,1204.614792992514,1202.6952918109146,1202.9008910458926,1200.9401299861356,1200.5512939898679,1198.8333947034882,1198.3676776651907,1198.2391359753808
D231,1352.0026302337646,1352.2705936431885,1351.7986536026,1351.8198823928833,1351.2286472320557,1350.894844532013,1349.3373155593872,1348.6820268630981,1347.3454475402832,1346.5648555755615,1346.0466194152832,1344.8401498794556,1344.0468907356262,1342.0495986938477
D241,1415.1086077839136,1415.72316467762,1415.2460934221745,1415.4898770153522,1415.033003911376,1414.6776428073645,1414.7864640504122,1413.731595352292,1414.927918240428,1414.2788053303957,1415.4678663611412,1414.9835727363825,1415.4905956983566,1415.5308774858713
D249,1192.286849389784,1192.4762525456026,1192.3661702126265,1192.6289431843907,1193.268469357863,1193.3684342261404,1193.882299028337,1193.7300727237016,1194.203899372369,1194.619523617439,1195.0363977998495,1195.077075981535,1195.1829717773944,1195.5624833749607
D252,1169.130157995969,1169.5331048499793,1170.1663700398058,1170.210422007367,1170.5848144507036,1170.3098735259846,1170.9638237394392,1170.7213926687837,1170.8459696825594,1171.2683954741806,1171.4981094701216,1172.4248893093318,1172.3218350950629,1173.1488625425845
D257,1130.1752970222994,1129.0398420379572,1127.984159099105,1129.7591396451955,1130.4421151341787,1128.2669370540493,1130.4642160389908,1130.863255174743,1129.4521194575093,1129.6054415831952,1131.113203744424,1129.8853791261934,1129.2779012216,1130.3605085804159
D258,1118.3989186036586,1118.7915667510033,1118.430934371948,1119.0308039295674,1118.8636895501613,1119.5161510014534,1119.6906738364696,1119.2907905614375,1119.5757705545425,1118.9733194613457,1119.988758471012,1119.2709445142746,1119.731403272152,1119.0157270264624
D260,1074.274482201792,1072.7952246493328,1072.9264779000305,1071.3799157507974,1072.3609064369184,1071.484042842328,1071.5613843868305,1071.3668708181485,1071.2862859832312,1072.0651740900698,1071.2298269631567,1071.3727391849122,1071.2981695372482,1071.2846501167692
