id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
H21,15064.369290698058,14189.801572282502,13758.843654655997,13415.474653258676,13167.179388548699,13230.935123044967,13622.947749342324,14060.948089546166,14457.407249682517,15272.457102586704,16103.491671412743,16706.705204339687,17100.955153004226,17633.153188605622,18127.501336840258,18523.525143953128,18934.202108707676,19220.611169660417,19122.560403380707,18836.408162207717,18423.516732586904,18045.26987902506,17161.99862348273,16227.514269094638,15536.820814488286,14991.703991188975,14567.730671695303,14280.972295048214,14115.861941697063,14118.91090608098,14373.015328291753,14785.72471133851,15088.772778167484,15605.322751217007,16195.132899695134,16680.640587104714,17012.054226419878,17460.7426862918,17907.890183916563,18209.999161447307,18483.598233799552,18713.4391622814,18669.181953526815,18456.914207545848,18121.857524614785,17797.98902509221,17206.875059831083,16487.07998011449
H22,625.8879905115725,615.1605478384901,593.8997501254885,584.9517245403209,571.1146699395459,559.7039195596806,551.0358330686975,544.1828323540819,538.5325227686908,542.244091672077,545.4197757025112,549.624871136785,556.3608406511493,565.9155255702109,577.7531465028317,589.2481980388217,604.7353503078579,613.4230325018951,623.4137379551671,630.8347368051269,630.2879379076998,629.0923684119401,624.7824969946654,616.76853583556,608.9840979941969,601.6976297411059,587.6288026923509,579.3313063614498,570.6575573466301,561.0165625521767,555.0202364274412,549.7234957867599,546.8427341150579,546.004065338516,551.3516340209303,551.5786301097138,558.3066051472888,564.4106711576414,574.4495650998814,581.9559399414594,592.9827252226459,600.0240302133354,605.9082903335017,611.357188434239,611.9862933138979,610.5310445740333,608.2462264669819,602.2895995542351
H27,1773.0718632304397,1681.780268090971,1584.357496059371,1522.1822841204414,1475.3242962407446,1478.3766833798536,1473.8103715629713,1495.6480778465882,1545.0582801788462,1634.0711238045342,1710.9280990702302,1803.4058625495998,1901.5690460224728,1984.5976246167031,2045.0397092654928,2122.3143867451668,2176.3286520720326,2220.3263218578036,2200.5384169890426,2197.9651116362315,2137.64267110944,2087.001853057018,2045.9257985735937,1896.1431029308924,1847.346395710652,1787.8010885549015,1733.686286202113,1689.1428998281897,1654.6668753801548,1631.300501553233,1639.33668321974,1634.1872958698664,1660.5660767064903,1695.013279169343,1743.6420665447158,1788.521972413005,1855.0244313526678,1896.472070094938,1950.5088122974578,1995.4588526166833,2035.4847731231453,2061.47797527777,2067.5068814769584,2062.6535189646634,2044.482502343163,2001.7174656748757,2006.8534084861094,1905.9033848064676
H34,44719.85921720055,42545.07731440621,40418.421062285175,38736.09085999188,37342.45140486199,36169.453784391015,35128.59752989218,34452.458303145286,34480.11105015728,34871.543958666975,35538.09868454451,36476.67343734512,37462.07603623478,38825.474428781876,40688.25875251483,42564.94428850584,44003.88920644966,44993.62504446312,46153.51980019484,46572.47785479757,46795.47215690773,46289.51070249518,45256.37737081461,44017.10342454625,42889.62708545295,41430.993069010015,39906.10191907822,38676.133896416424,37683.13272586509,36901.91379827416,36350.12964650539,35996.593652576455,36145.16079568386,36507.80704900283,37101.04006370047,37917.06165668394,38880.38582467693,39944.402288609934,41275.409009337935,42395.249118545624,43647.54759001462,44104.40532248349,44819.677357009525,45029.119575640136,44918.82752532286,44512.45229008828,43689.736491109645,42703.72454144629
H45,34590.14815825423,32978.670156964705,31663.308258823054,30210.15833710614,28888.680862616216,28282.79576168832,28189.69173569816,28490.007217995328,29136.2660659557,30664.388413691802,32392.636560395902,34223.94081810135,35814.04971008003,37059.254678493635,38317.7645958843,39720.57437855128,40807.9247054514,41294.161818171706,41534.31707328287,41310.432891060016,40632.523390130285,39492.90297356998,38489.040248581805,36151.84737017175,34671.30147820871,33277.19232036459,32160.38756322489,31073.0332185261,30171.727717233087,29716.886228370986,29682.73028151347,30158.822388365967,30716.611244633874,31768.439232782133,32979.92958501532,34330.06379056973,35591.88727563821,36621.14252571879,37724.15647732868,38680.95615978974,39493.90348045021,39793.79698457903,39944.4090636812,39686.29000273915,39131.64193512397,38142.33905243971,37450.46711918783,35811.626284750746
H52,2423.847360913605,2350.160742783786,2300.3240576951207,2280.314010103469,2293.387144072481,2343.833267655981,2420.238617936399,2474.4440855613925,2545.582877693555,2699.304841040264,2738.775475386584,2824.8177403962636,2894.4578306414082,2937.5814491497463,2992.1749693353445,3024.6419955669553,3050.5043517774434,3011.251880324571,2979.0647234153657,2907.294343273105,2851.618216803137,2784.1355382757247,2666.4152309978126,2622.237615134105,2566.0186678551636,2529.245916441765,2498.9928411072547,2487.066791337208,2484.1632598928036,2508.137052393729,2545.2366321396858,2581.9212440249134,2605.546165246177,2685.319988390708,2712.236961657268,2751.92701874981,2788.7408615693353,2824.247444001393,2855.0627670432955,2876.118677665293,2889.6072576155493,2878.15561097471,2861.2062796192295,2824.6728012352837,2790.316125089776,2768.8718521388737,2696.704733104105,2672.2214061458935
H66,31687.12413347877,30824.381012991325,28914.646386625092,27009.57684322288,25377.476920751455,23561.410651954997,22213.17354101722,20571.23990400922,19783.460330105052,18999.747113086283,19090.448871334378,19146.356356768978,20604.604178223984,21548.05126553086,23138.17509831388,24215.980608850416,25639.963686257423,27097.744057470696,28688.632198724394,30233.84834212678,31276.60799151948,31697.453842454754,31724.912194752374,30579.173649506378,29048.320565331287,28198.03649911651,26944.16310317724,25613.092292035737,24481.9880585718,23060.36952046746,22191.934496486752,20798.561343750454,20236.99655955758,19374.541931315725,19451.478961664863,19163.971223018987,20057.74899273218,20533.230703436722,21435.686983620053,22366.887320842965,23321.267695288254,24596.185918986906,25720.714289343345,26847.649819377624,27645.322686544314,28023.33754235068,28056.817480882535,27711.953010441543
H103,111715.09470590984,104586.5769256364,100641.24332586997,96559.33335782315,94075.85636865048,93402.20449582861,94074.1164107568,95397.30764346682,98434.72677421065,102899.0624521514,107312.55322988507,113465.84597527907,117463.00874565933,122915.64978790752,127348.42094164291,130863.84622716713,133093.07147809488,133782.95444519632,133874.5886550948,131411.6636600571,128165.2643724137,126884.74801903169,121869.53668114185,115365.34993290139,112438.02961339432,107812.82065512013,104424.35495752709,102067.41640558527,99999.12879999763,99615.24426381078,100033.29204426572,101140.13833858958,103308.02378748708,106645.6130381783,109389.1647025376,114397.79519002936,116698.11720741559,120800.15859181707,123937.71581614642,126273.74698798973,127856.87905852757,128449.87764775548,128162.29667142354,126992.72015824114,123972.59337996115,123475.04180858834,119701.57837587554,115344.0614335936
H124,318.4947585853181,535.7409720088996,648.8008785591467,870.3130031886529,1201.2036738352315,1500.6259599488292,1871.021109764802,1913.4678726446189,2119.1607940236445,2134.834947331827,2111.075598644654,1823.1337823765987,1451.0727986940833,1110.4046760169622,986.6226901395223,1134.556773504239,1247.5358732722655,1010.8347445053437,957.1472954984405,847.3551189104917,694.3965493445032,747.912157004413,658.391539104028,690.218532078917,859.3420469057996,931.0533649527354,991.7540113433027,1099.9311348364208,1274.5401649254388,1451.6675488782453,1455.812121922098,1644.063290006401,1661.644780281209,1531.7744537503527,1658.3981686119605,1363.5992768446006,1209.322290731687,1044.9299112231781,912.8736546047813,1165.3099554428074,1141.7125274421714,1084.623636034638,1077.2844207140993,1021.9233836433658,982.8977592936106,997.6471492500591,957.5184572696264,955.9961845048044
H139,-85.47086142376682,7.557671272250522,170.65129664626463,476.4085428281516,740.1864791245441,879.4293768114769,880.9848135049597,781.2265028901253,904.7968741479987,852.2919790225108,693.3696450319628,799.0127342135795,588.6373086007085,602.889907384294,637.1002338998262,730.4686012406129,688.5669361743576,852.2565941690534,691.5499686291419,618.2462493975307,565.7734689175419,658.1230021961155,637.4855595423843,735.9298887421783,690.9089813312817,710.7684476557305,725.8849773440204,800.1191541449197,783.2696461505753,824.2568125079324,789.4845750735154,817.4206350234715,841.5678848524725,823.9041238292829,749.8095803233817,793.7000199688256,684.6218094422637,688.2462658520527,693.5573611285466,748.3965643602161,716.1737538964866,817.7114810666799,706.7903469388282,696.6219568260283,650.8032539088304,695.486956427332,690.5626581463846,753.8155537464588
