id,0,1,2,3,4,5,6,7
Q16,1780.3459287140017,1797.4956630965585,1820.918306109571,1839.5462415777517,1862.0938511807947,1877.9972111047116,1899.7675419016857,1922.2115047710838
Q44,1242.3518762668155,1265.5476794192862,1263.0243498203272,1256.555837632743,1274.7188989024044,1282.6442533336763,1289.8930194349277,1296.7967646763682
Q49,8526.113162573098,8611.11989624259,8653.29858768534,8692.781501288573,8749.760457823257,8806.918696514456,8878.958243323717,8909.872805428653
Q52,5706.57658920331,5745.842831357675,5774.080466556205,5798.749277712761,5833.022199487026,5857.000001784234,5889.38349936661,5911.453165894432
Q57,1415.24384978148,1423.1990269274552,1431.9663352965908,1440.679894430762,1449.9052180614242,1458.444621771241,1466.0470354450665,1472.2161341498743
Q64,2749.365281859798,2757.797899268554,2802.6363142613436,2814.185316515102,2828.3012275216133,2838.3370607941506,2849.2056584317065,2869.2199413334533
Q70,10518.142688763588,10558.890214009498,10597.526384525703,10622.837376357262,10651.22107256226,10693.964311954845,10737.117851591154,10788.513165737639
Q80,6805.363720626535,6796.989378394862,6792.630527642984,6796.66732055791,6793.366724668281,6795.342261406278,6789.556443801669,6788.5864489455325
Q119,3016.3046114018803,3037.4304823734446,3063.290266793777,3087.268843246591,3111.6416779776005,3134.336850808194,3159.4278821678204,3182.397378760814
Q125,1292.1962446444143,1297.9862957857492,1304.3514342919452,1303.766200999465,1310.8147297348874,1316.0839463541708,1312.0764608975599,1315.2898805233199
Q134,1102.9149086687512,1094.7670922235855,1087.016655124827,1083.3094617281924,1078.365099837105,1076.9482452204184,1073.8604417703375,1070.6864046597257
Q140,6888.758973200224,7008.167901579304,7016.840483019927,7041.121445086848,7083.511195290989,7136.290308688305,7163.655471857573,7203.64505079773
Q155,7319.4999379445135,7672.856089167658,7636.259881303584,7360.642586487091,7506.696844678977,7884.490351970215,7815.927607365175,7547.641922123987
Q160,1286.539691023342,1255.510924141006,1277.4381155156527,1256.18250203135,1264.6470007291755,1260.6368969231382,1260.5047954593015,1254.2108425629385
Q171,1185.7300775051087,1192.4478749678726,1199.8882756324924,1206.058947755738,1212.8633316938642,1219.9354441991238,1226.7048014677473,1233.4321028911108
Q174,1155.5787239074664,1162.5763887322482,1169.0208361459784,1175.5570909251364,1181.9019840385586,1188.6409658971081,1194.79422626288,1201.0749280349023
Q185,1149.9389892170432,1152.867090649071,1155.7251512692455,1158.3552643067808,1160.8390727009448,1163.711550703247,1166.3464819018495,1169.0380498889708
Q194,1164.1721373370506,1169.7028156455337,1174.6380671992683,1183.172576215373,1190.7011817404339,1198.7579784901618,1206.5285018684274,1217.0696222575102
Q195,1160.4179619530562,1163.367851517941,1165.451887817243,1173.5556871709337,1177.3206322981473,1180.8394015340446,1183.789490104319,1191.8292872957056
Q210,3863.2124993662155,3048.0369422713707,2929.9851083116237,3448.2002728887064,3059.03880091285,2468.4187160207975,2389.154601672223,2934.2480547830023
Q230,10268.688864786156,10394.175355336369,10489.746921158587,10604.972475938332,10712.492306211177,10822.006833783735,10930.858400879026,11043.566576615918
Q234,7228.94725989469,6869.687399649256,6251.799389313909,6392.612687817315,6688.874178061629,7121.067623531893,6968.6655852588365,6823.214463645314
Q267,10134.739510996187,10015.220540137047,9987.970354627943,9931.215483096445,9891.985473882536,9753.545002360563,9695.745808338548,9675.841016806968
Q269,5898.70144065368,6092.981908491386,6179.395508345052,6381.141781011945,6501.411273862348,6672.174273729988,6777.67169628673,6962.5962653573915
Q279,6724.944320326126,6781.76807880452,6859.075478477368,6913.647633104231,6986.683245960876,7039.343798401188,7099.738414708784,7159.50924029364
Q308,4840.172453933806,4551.584842846729,4784.889365651782,4612.54571673747,4795.078226613421,4602.006403024661,4782.661353960068,4609.335238845095
Q309,8063.734452605366,7397.849719411256,7884.242240292909,8442.34579523406,7964.5406644193745,7391.74945203458,7819.561430864026,8328.073194298775
Q324,1883.3396861739755,1762.604804194837,1893.0381705923965,1993.038540834337,1967.1807110097516,1855.9218130669688,1974.6657731608175,2074.441516525109
Q328,12811.210732372896,11006.262594301586,12138.867340053148,12799.396190065487,13218.216452283714,11577.773092895139,12649.122397298146,13260.537345359739
Q338,2392.318335229541,2280.7504147672767,2290.857441243123,2463.2314089004853,2173.4514285947876,2178.5411235406373,2204.084176221392,2255.4425059512573
Q342,2623.9213779170527,2837.1208743048946,2794.954872176899,2651.0386721743075,2551.8287594708722,2674.5155353886703,2681.0001621164774,2653.710167884486
Q353,5219.944451713562,5200.2764553070065,5347.753164672851,5403.775378036499,5431.901220321655,5589.719174957275,5407.098082542419,5409.182799530029
Q367,1044.178326104779,1043.9563952820595,1047.4058207041955,1045.6245631298777,1043.7582104232931,1042.570749174603,1045.7189283449407,1042.7910047446303
Q376,6871.675614079406,6789.32728837426,6635.805451008709,6595.635283782572,7025.7666340989135,6908.138298239426,6771.3455104278455,6744.060499999926
Q417,1432.891679763794,1429.6541724205017,1434.0147111415863,1431.3833174705505,1433.2834277153015,1429.6560499668121,1431.8700776100159,1428.5996005535126
Q428,1524.6939266050608,1525.5654829316716,1526.8679178491673,1521.5767729391541,1522.7475234989083,1519.1765122665663,1527.3005927073232,1520.503521004649
Q436,1033.485656308705,1034.9460842061922,1040.5107127897877,1040.966212534005,1044.5803219328366,1041.2189894728533,1043.4030809182846,1042.134492590551
Q440,6539.1486307913465,6861.2449838179655,6600.108826184553,6693.405870855436,6677.38588616843,6967.81402591061,6750.701471071702,6848.60808308743
Q443,9211.893983156842,9415.168043127918,9407.68627228534,9292.08242678899,9484.291993487754,9623.970391205372,9660.397410301326,9600.333788645306
Q465,10360.027381370186,10389.982741609507,10559.953468152304,10247.214319227549,10723.68692197169,10653.308833826333,10815.667657348848,10618.67921732111
Q467,13354.187757515972,13140.172234348398,13534.582114012956,13331.145905268311,13799.682623333394,13580.46369065954,13940.452675386156,13822.449679629024
Q473,13203.986909088646,13255.985765985019,13692.409484339925,13549.839575168166,13475.43727720753,13521.837976076135,13967.056820926826,13829.941885122465
Q476,9763.950214512248,9865.078946426804,10263.825254211175,9918.42117355826,9983.171854828955,10119.903299755855,10477.547909711939,10186.887913287022
Q492,3927.2956089645663,3955.874352215922,3988.880633793672,4020.8208610868496,4048.737665077842,4072.549550600847,4108.898596711163,4135.396340006984
Q508,6922.583642599441,6916.607388257647,6919.744408090395,6912.734591465904,6916.865710789023,6887.967743001945,6879.530960878841,6885.332444946115
Q514,2868.078332519531,2863.648728609085,2871.608550608158,2869.4498847723007,2877.3142181515695,2863.299832773209,2874.739140558243,2872.801268315315
Q527,3653.5477799177193,3688.444097638252,3728.6004865171844,3763.14463913476,3793.9065581564855,3837.572602630254,3863.1001728780234,3902.6930475243207
Q547,8374.001874046637,8986.384179007893,8625.56330195826,9094.707332293878,8833.66899520885,9244.462272652261,9054.807233305042,9368.561648936147
Q556,8576.897600696166,9359.104234334573,9804.756424503248,11206.338913617303,9092.779006549861,9891.313262472522,10110.072836887402,11105.107543173735
Q558,7955.157172334849,8117.6115567036395,8176.552151959681,7847.669829897093,8119.3584015882425,8307.964915490918,8342.17413582067,8069.165893119082
Q560,7135.180437876638,8892.91915944755,7629.254264872668,8927.22545096745,7356.700165907387,8953.308329204563,7665.316424191498,8928.477918323855
Q561,7015.438090500637,7304.349117885715,7436.115067366349,7853.912084291319,7309.805593887968,7565.37534533398,7579.5364060609045,7860.132030250855
Q566,7506.765259422131,7909.055448740388,7456.734372187098,7662.268237283242,7727.564669744758,8040.965387314272,7683.286421871595,7864.897546893639
Q571,7228.11974658246,7339.256116657898,7190.570151827088,7143.080151917799,7396.480575579106,7493.865352621412,7359.878196925612,7324.9790473765115
