id,0,1,2,3,4,5
Y5,5391.7946803569785,5537.0328330997645,5679.743847847783,5801.051350833185,5933.062301875759,6065.971828701111
Y12,1727.010622484246,1756.8429915366328,1788.771905720889,1816.988571929778,1845.9517775866607,1875.5561739548243
Y14,4750.266027915475,4890.485672668686,5023.016863240952,5155.325472295512,5299.873751567108,5425.202861654138
Y22,2797.7283435010877,2876.900978926398,2954.067785665937,3028.7090764104514,3089.7137105368565,3161.6528005878827
Y36,1063.7808409833317,1067.929539065725,1073.062593828482,1077.2294891189222,1080.5851152608486,1085.5553338299396
Y51,7905.387100692448,7977.576907888458,8065.650860506786,8145.564963127775,8237.300971406788,8330.743949341564
Y72,8751.315918248132,9170.82376657177,9522.215391671496,9853.548463652627,10122.632526601357,10351.44808960386
Y76,9307.059720164387,9433.197068089632,9774.681857407235,10068.379668394755,10222.730933629637,10270.914662955971
Y86,2465.56642418478,2480.472248618179,2523.178916938521,2502.9410112840665,2469.6135243680565,2471.061916606822
Y104,1526.8609202912983,1535.0050468715185,1528.8042260829732,1528.4667906604889,1528.378882169455,1530.25921302774
Y108,2287.383684364132,2305.773030685614,2314.270463488638,2321.903822934802,2316.968862293897,2329.2570110123634
Y143,3033.5722967900424,3120.3908897105525,3209.380760156745,3297.5228653296012,3387.216832004701,3467.6575390361613
Y158,2691.0596918155193,2787.1278827669744,2870.584566677652,2958.5837929273725,3046.8296463795505,3134.630206672053
Y169,5981.1680187967795,6197.097198297361,6311.751643496291,6398.625710302312,6428.421057576544,6478.710178150528
Y173,15758.456071725277,16053.506515019712,16271.183006682635,16504.19693735402,16822.141014431,17067.093238560436
Y177,3131.699317170898,3305.832480142806,3465.491701732875,3632.2385467972076,3791.097855140858,3952.5370520598335
Y202,6996.086099279602,7011.129280970846,6986.129188494373,7012.7631213903705,6971.76342217707,6942.337866449976
Y218,3335.675730031554,3791.2544984547717,3801.7376539310244,4105.780457210863,4175.42346174153,4243.918408463558
Y234,9159.359005576804,9254.952976239298,9224.37451460246,9189.117593523819,9219.690157725237,9243.323518299609
Y251,1952.6110913975594,2065.38256899432,2137.674160022285,2200.032834104566,2241.2837315547094,2286.77349862147
Y260,7564.13025973464,7766.209454260672,7953.11647811657,8118.1435136911805,8298.208312802411,8468.059914894657
Y263,6853.769320771912,6949.103743493135,7064.195016208042,7172.853077636929,7275.9433570745105,7352.599671856791
Y264,2737.5488501163327,2779.841514616626,2818.4104466639433,2865.5235010184037,2905.684751739579,2942.61463468382
Y269,9558.012614615316,9987.407998714252,10283.250369148605,10358.331555147517,10375.809218993047,10552.12914639605
Y274,3663.1201136885193,3675.12396071778,3666.819817682584,3661.604255213176,3655.7647341157817,3654.3347590322937
Y279,1847.457580709887,1915.9050928106892,1985.711558828644,2050.10617389913,2114.7809626599574,2177.5566659075175
Y290,5805.134814463322,5482.219739105992,5470.020197551141,5409.598099899427,5146.931747181333,4988.093136077187
Y293,2609.6357967596136,2774.65951522619,2938.8788681754413,3104.3017694084065,3268.0631610865235,3432.8205442706553
Y300,4467.96297826527,3589.1145635651797,2753.7528915332587,2018.8429183171374,1449.7345489645065,1006.8394963878686
Y302,9289.060028275582,9340.142815678719,9459.202939575065,9568.469843661767,9650.562140720835,9736.187371724129
Y304,4593.748391482991,4646.576410275022,4723.955760232322,4804.671726400559,4879.166042594893,4953.6293505203
Y312,1117.4827571455494,1152.321633631687,1147.3617904902803,1140.7256924620228,1127.0252315449598,1126.05826495194
Y321,8296.789524776721,8408.375086421553,8544.100208621066,8671.9865153376,8793.105486243894,8882.097596411764
Y332,5549.573215655427,5539.277994241596,5500.247642298114,5510.802597540366,5482.546658033621,5471.640130897863
Y341,1276.3041492371442,1236.144495618051,1251.8630467195196,1246.6057449956731,1239.1775794941368,1204.7508977896669
Y362,3405.211101760598,3383.19840648123,3386.5567584565315,3399.551683216047,3404.7780424760535,3396.7641294740556
Y365,2486.9009289273777,2520.4590646558327,2552.7171402826993,2584.155144482676,2615.2233833202863,2646.2740107821064
Y369,14423.320843669328,14927.578234151038,15378.056435893603,15908.15202811688,16437.836498296372,16937.13617292131
Y388,6862.339367683569,7066.734479409578,7184.174909241336,7429.0316819045565,7495.608830779069,7684.9965137161535
Y391,6653.045540036225,6788.696935599059,6921.755400994862,7055.421773970849,7182.032114375896,7269.303092295014
Y423,5805.637417955499,6203.27858109933,6282.562243307691,6284.1465497831305,6426.007525351715,6403.435618115564
Y424,1729.3046784276119,1753.8428280987534,1763.077558672019,1751.1749105616911,1734.981879314093,1746.4444493994145
Y444,7164.682404492498,7125.138785685778,7115.670172540307,7121.268491158844,7132.092394388676,7088.785964874625
Y465,5759.409797186955,5809.598187674017,5861.765248065265,5917.269158369555,5977.2933461059865,6042.2565183908
Y494,3787.071391721574,3420.9596638525336,2951.600951609781,2735.7444054199814,2882.635311211939,3187.1014097901343
Y498,2517.773127736731,2507.920380714057,2107.661868326969,2965.4840565867903,3540.5024903727367,3162.460545539917
Y505,5903.592747590017,6087.17784723142,6268.05378502388,6452.763323098023,6681.136151477003,6846.917444648889
Y507,4821.150987451962,4967.124880620959,5108.9596115217555,5253.713066722189,5435.579767318377,5563.40390976378
Y515,3887.5485096027282,4062.0651499350606,4211.48529691338,4399.402036269184,4576.607644257413,4730.250423663008
Y519,8460.392528314349,8619.102451758183,8772.111209854082,8920.595080980911,9067.566586440635,9214.950775930381
Y528,5036.24672581799,5074.607141818678,5114.2103977150155,5155.318022648707,5198.081835007295,5242.338377731362
Y538,2631.819754583276,2637.0239172525457,2634.5895159654233,2634.5895159654233,2634.5895159654233,2638.9601522971793
Y549,6171.405724027826,6221.943776269184,6154.932276502091,6117.857941355541,6130.585475845044,6105.670015885183
Y553,3182.392747975159,3134.7845060700083,3091.36838333815,3069.9854764395945,3059.012668111945,3025.891747254653
Y573,2213.411611479167,2225.6467294877452,2237.790178619152,2225.0959605933645,2225.8302615472935,2225.326104312313
