id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
M62,4224.480961100517,4349.757795999773,4309.426528874132,4392.134015361089,4214.756496530873,4466.661541624489,4119.903767481389,4239.0393701578205,4137.90043956149,4334.392939842314,3945.1121192778855,4279.748481459602,4149.486857177154,4206.384494668642,4182.38391043431,4219.027545745843,4158.593025775385,4237.493281257641
M124,10951.745110769989,9574.956168939381,9914.865142454553,10247.78350131696,9490.284993835276,10102.250134803151,9146.940731367487,10132.594509044215,8996.548928360427,12322.382677919972,11971.163292731815,8973.95201063791,10146.753250319605,9738.50013388555,10220.677576107775,10184.643154855617,9882.959273235025,10178.517211689299
M145,18099.850969576455,18090.672749540827,18186.901588350545,18122.984213709522,18095.413291618624,18251.666228755657,18249.456677291637,18328.71861021741,18251.188571263447,18285.539183693403,18319.870059110966,18306.74708226923,18385.725822285847,18407.02639937823,18456.07710942163,18455.52354724932,18471.154938875512,18531.922457754812
M161,9908.947878627838,9873.828618170815,9839.160688110413,9847.49725082207,9873.759952856106,9843.07181978309,9929.851979132938,9863.656732496607,9779.853465425296,9826.678000588128,9853.087368127095,9817.256782013004,9819.362042286302,9813.844239048658,9812.778046673968,9815.59030233144,9825.946151916976,9821.297962599634
M189,2235.711220624968,2236.394005222934,2239.961283151649,2236.144755717685,2240.803910678432,2243.6506937536897,2249.5832650441025,2252.000867701085,2255.6353163183053,2258.6378151361414,2262.5096137308988,2270.98389124856,2273.3848101811423,2276.7591210793626,2280.1356256547233,2282.1847994998243,2286.124487249147,2289.42823535677
M335,2829.019193241102,2827.342555081697,2832.1180445351238,2833.107738916791,2835.045511620742,2838.2079319862114,2833.874116761807,2837.8602074898445,2836.2111974688473,2840.214358854629,2841.5456327292886,2844.445985010118,2842.2094231181145,2843.131415186857,2844.6605018329597,2845.372991026575,2847.3927706329546,2848.1866312186285
M486,9395.862652783588,9407.759933921006,9440.908736282352,9456.876347832196,9491.82518267238,9528.211664025615,9545.620664409378,9568.890242134414,9594.630901685707,9631.728806478874,9651.223981709236,9682.441220608858,9719.396148251168,9750.297905029447,9772.273757917628,9799.663043603618,9839.998430419215,9866.978528111305
M510,10424.162841919057,10512.421469931027,10470.987687527975,10459.749797244629,10484.908188423775,10583.920635356868,10625.082490620249,10623.807771688504,10623.853878215867,10723.529935831086,10717.442113575727,10743.343026692244,10778.853744512606,10817.32880798102,10836.339512075023,10849.561410423003,10880.149328041616,10924.754823864656
M552,920.0337638886729,886.571862841706,904.064184242812,973.8673741041191,1014.2237023761465,1023.4500382118044,950.8812082008683,886.8713942114649,913.7081171767238,974.6212994947155,1026.3827390134354,1015.7150348653167,936.6147649306871,904.8977129938687,918.5903923241476,966.4283334182829,995.9956759494635,988.7468627622964
M577,9813.103724790615,9911.826873112614,9897.631803131462,9892.5917675319,9973.809282056549,9969.05847118418,9969.38525389289,10000.599050877305,10091.329042072475,10119.650868952509,10123.720867905986,10137.41177572959,10169.361366774985,10213.952418255167,10226.12679671821,10245.749948142055,10282.767116559118,10300.82112842624
M671,996.9387731351138,1000.0193875424626,1072.9740306519054,1160.3484949350227,1244.5698281180892,1304.4258788031486,1352.7028912285712,1257.759684299941,1225.295801555016,1136.6727102317984,1142.2692985336423,1109.5877064801127,1090.2564656846894,1106.8592859811554,1137.2652616237667,1175.0020492462204,1215.3588858765443,1237.8041375955888
M924,2182.0050060329777,2205.3440683502204,2206.573568088884,2197.4704912772336,2206.096685542372,2174.9914650135943,2110.8964751095864,2171.218616727217,2187.2224981803492,2168.60460926971,2188.5151648809847,2159.569704314916,2154.783968374087,2163.335433955293,2162.5431882908224,2156.8655773950472,2160.12093005419,2146.6157715710947
M981,3162.625224830318,3181.7855798177893,3180.496186739421,3220.055410855622,3213.2299962083407,3195.709618460515,3225.059263744369,3203.710109864428,3235.937905636809,3226.6416194036583,3255.6832179140965,3245.147946734885,3253.6588756316405,3256.8634286452107,3259.551854897111,3266.4213438732263,3268.3897679367897,3270.2101566455185
M1453,2890.1806098468164,2888.825946780225,2887.2402557307023,2885.0881050793964,2886.2427608873427,2886.925753199601,2896.3095183063847,2887.027323661464,2884.1857756640675,2885.8778745763157,2884.864082323727,2892.4625362766715,2891.9832795060165,2890.8728653613225,2888.0370625328746,2886.695998521848,2888.4586548079183,2890.7742901249544
M1638,4055.918476061775,4193.664111915812,4154.7079621858575,4090.1980553677367,4033.54984598224,3927.292115136723,3734.074318404075,3861.2422240753717,3935.950048120164,3961.5702632368893,4026.5540989341353,4024.8713317695256,4065.092098827098,4096.4557369914755,4083.2414272600504,4046.434209609182,4017.6481725036006,3965.6092123900607
M1730,1168.862642189431,1170.5867401577013,1167.3023864650538,1155.5077044405418,1148.9439029965674,1151.908905556939,1151.534688281979,1155.331053801472,1154.9575904205637,1154.4344770614214,1159.7396626550405,1155.1637611643498,1147.3439249746514,1150.2515416306069,1150.88405478463,1150.7852441372465,1150.2264038814285,1148.5708767542055
M1744,5357.305086388726,5403.377049954059,5407.160518212684,5427.15140699339,5431.664006886794,5457.140848179045,5458.142852550965,5458.385071959446,5438.018635047721,5471.152805572198,5473.577150825858,5483.311284902475,5475.782362130661,5483.129941268534,5485.840605156785,5490.3383786138365,5492.066150754344,5498.907102926753
M1903,2418.0171761565007,2437.675325016611,2470.511531101958,2530.2288732680236,2561.8557201406234,2594.440435526669,2620.738907180427,2593.409589703554,2606.1142544549584,2584.920361278865,2560.387936160346,2532.463063396977,2504.639261488703,2510.7004344769907,2534.753176240473,2569.347219276943,2599.3619798024824,2626.103790940264
M1942,5472.260196148865,5500.546681041545,5526.79840503503,5549.7622769540785,5548.491875107769,5524.604406991339,5505.681335465711,5530.999006824278,5531.589282961906,5538.225954321398,5545.420464647261,5531.814454179991,5496.338100915645,5507.13220923844,5520.500817345705,5536.439640693703,5536.0553910990475,5520.181437920203
M2192,2195.9922239336192,2205.3097678322397,2194.310649157335,2180.8445854910833,2177.460848608157,2174.107098468032,2173.1355860778463,2167.2529555425913,2176.225802246955,2177.043599391674,2171.7455732135268,2203.490465478786,2198.029835869783,2209.688409318048,2213.5842657353296,2219.426647715056,2227.423031365184,2232.6671544855008
M2255,3160.225051203088,3197.4884805164384,3203.081014834753,3204.6638819466352,3211.6953494801214,3208.335848715563,3208.561048687871,3231.1702580850124,3224.652095583265,3224.746700295147,3233.4230162360295,3235.618627321579,3237.3785700035687,3254.4297043233946,3258.7845943347697,3263.568079061039,3268.0760461920336,3270.5904822392395
M2340,2102.7655781057806,2247.981795582494,2183.585454195369,2248.4228926412097,2184.172282345534,2172.482975782436,2211.088052542678,2184.6083484979013,2249.9336024267595,2175.9539188030876,2236.8840449188683,2213.185271942633,2192.884996733503,2260.184574823105,2200.7690284560395,2252.0450317064888,2224.175281067558,2220.662651487229
M2549,8047.70793738393,7970.390628056984,8113.8076273832985,8068.533716139751,8156.30941332745,8132.75252114095,8009.689904972251,8138.730136508146,8065.738073755578,8050.661695276643,8067.846360833443,8105.1691788362195,8071.799037766391,8045.027411280303,8082.439148554973,8075.804771169734,8097.314171405343,8088.035763059563
M2559,4613.326146385551,4607.57232198298,4618.050644714296,4616.510024307072,4605.047921949446,4606.403125763238,4606.988689174115,4611.4661098451015,4623.954543873429,4603.671363313377,4610.371261502922,4619.72483126086,4606.496740260899,4603.556078793108,4605.644911372245,4605.426319944203,4601.059731588841,4600.061492147445
M2569,2116.886361074448,2095.3291516005993,2138.6637681365014,2117.218499684334,2156.7925525546075,2149.991585981846,2116.9427664458753,2152.1687194645406,2134.7100631177427,2142.3850994706154,2144.095081990957,2151.297749054432,2155.397804427147,2149.8855116248133,2161.5351895570757,2157.9151728332045,2169.1847509860995,2167.25357465148
M2664,4116.632504391401,4108.946220766034,4132.018397560915,4125.477581744905,4140.679872742773,4166.784415645249,4165.862155371585,4178.165232391008,4186.272001317224,4203.744394585713,4219.046465014236,4202.658390077285,4239.043090557118,4246.462648976739,4267.136110225449,4275.490612375929,4288.143050794584,4305.523481970131
M3036,10878.454775140437,11095.775494484082,11316.388467182589,11290.612816753757,11635.405323281491,11593.573625332258,11707.177136287277,11875.56587027432,11806.593574472932,12157.68682518003,12220.887301699657,12241.910057875999,12542.397306786803,12494.80091181005,12703.513595835895,12904.66976244529,12880.14516376356,13111.29673157136
M3053,7758.698161782575,7704.501944444271,7706.838823165388,7615.030702104308,7609.821846575235,7486.109106615451,7516.067045796631,7520.317671922862,7463.3307895243715,7343.716384986019,7265.509860756967,7325.89344709497,7263.023539409182,7234.673102706156,7219.845457175636,7182.194355823932,7171.568885090518,7121.38481278146
M3076,5707.586248979691,5756.039870663973,5760.469268141506,5767.003180020562,5800.846749364869,5761.594645321788,5855.106246600104,5878.306018092409,5886.289504089583,5901.5094858396915,5857.7116889611425,5953.515355010535,5984.344441879127,6009.373679293652,6025.384110053229,6043.431112703781,6069.938432488946,6074.771661254881
M3158,6651.090629788149,7046.808826592041,7147.893334000311,7266.094793768441,7291.134345827572,6990.169210750897,7051.032122012852,6945.711625750203,7167.017674832596,7299.051077341235,7190.914356193087,7022.405994777092,7093.450198512676,7196.1543807857315,7186.087891313396,7197.9833573789365,7226.683758218951,7166.905865199702
M3331,6528.305422597674,6802.10714223741,7137.9951639480305,7379.275360317521,7627.464537836604,7700.916794014711,7781.470111150188,7265.688832529746,7063.098187064031,7168.861956544406,7060.621801202355,7103.3433807243855,7084.707562583242,7261.193688822061,7437.157253618244,7594.953904652237,7727.9636953474255,7765.600968071171
M3359,6542.865376205094,6588.490539274249,6587.7723501093415,6571.168820402982,6572.245063937555,6553.754099010647,6579.444832549114,6599.690182037588,6630.085865424813,6618.423418880111,6597.454852874722,6587.249974871162,6606.06319395825,6622.768918466859,6625.727724783921,6619.166215130177,6622.925253710353,6620.120219961166
