V1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
M3,13669.399640473473,13629.68393402445,13745.82753868036,13650.203430429983,13475.875592723747,13443.870715239778,13359.809063087838,13483.584077891193,13608.497794279723,13616.111863620094,13544.755520243269,13670.843023448457,13602.76072983667,13614.262700076493,13688.46268824531,13646.631771484084,13574.5166110946,13565.666504345536
M32,3569.4083061525257,3452.140643956816,3663.7319168905233,3803.2055175473533,3469.8472671190248,3522.862294055251,3607.045749771828,3526.3575315352577,3503.8525847777364,3340.3268016611373,3510.4450271750384,3605.0424048506225,3645.0931449937416,3568.9493739195955,3588.8454765105093,3614.6833020204317,3479.2487449652967,3502.5682785035465
M39,2091.9438231340564,2149.8082453323923,2174.3842732038943,2227.6783486358972,2295.002774301499,2288.8608162261617,2208.0761033754393,2238.7712840273907,2257.552032468553,2240.5012725939337,2333.6603560156627,2261.0268934959545,2191.9575876669046,2220.209274552195,2235.6563618385926,2267.0961541433317,2307.208244121441,2301.473850715219
M41,3629.4701857900795,3462.2432419068873,3486.252220082819,3508.926987235197,3649.099850976905,3849.0048733510816,4342.003093067905,4588.539998467559,4520.51640745293,4048.002660646942,3814.303735481598,3646.777272341014,3620.843421243241,3625.199996769673,3636.8626209244467,3630.1124225116682,3677.615023870728,3774.700402242184
M48,679.6855174461575,669.417369721266,772.0703065356714,823.9600582714003,826.5517131346396,766.8456571971736,778.3146222110946,752.9494622906664,738.7580550837986,775.0330044722178,690.6544918494919,701.451617134612,689.8309009623013,685.319158765528,704.8936135287663,733.3144314128485,729.335857210396,702.2518774913777
M71,8276.320704847245,7757.455889042825,7457.314387351352,7069.31799988119,6887.2445554532405,6837.197617968522,6397.337103956139,6754.4251393555,6944.506442254572,6478.830396967166,6625.706954695567,6531.552134811998,6435.623557489469,6237.884417260955,6058.972537656085,5839.070498790466,5743.178000475023,5689.70707411417
M83,4363.931900058479,4264.816149587243,4265.769372702668,4416.23730074444,4377.256139734626,3990.5556645045053,4024.2388846756176,3827.3170642320683,3688.1768140049326,3776.6657860111095,3667.3626780547934,3785.094315250801,3496.969468870692,3371.531085724373,3309.8877031324732,3330.9956446467004,3266.8936787853036,3064.5597710375496
M122,18284.026526669037,18033.391588075927,18267.04687640217,17976.213606059184,18295.0247018503,18348.593202907676,18247.137886972378,17866.9410058147,17736.01689813501,17696.56128609632,17735.81198994009,17756.349511043096,17804.454039554526,17735.362408724974,17845.20653411856,17767.981443373363,17942.162483922533,18008.900899522727
M125,9573.467355218922,9405.547705670351,8816.658911601486,8975.918203844534,9425.129927478209,9886.901247549105,9905.991339697774,9756.900273866888,9424.251963759014,9106.126947994917,8518.036110509162,8262.427516576423,8334.971295094205,8184.891867318549,7859.376801844301,7860.222553682528,7995.2854169413295,8159.806536080726
M130,3344.565758820436,3370.5093727132744,3397.9370679887465,3415.977642605726,3492.114187909395,3512.3530433967403,3463.461479676208,3437.819236769561,3410.260307763098,3425.3338320269404,3419.018791966849,3442.1206254725125,3510.708033059315,3539.7846012143305,3565.9794657468415,3587.9347422502847,3631.475078320273,3649.849778280603
M134,1441.6910864868587,1499.062714789941,1459.8120874731212,1454.814436760885,1423.1553885197586,1423.0414026398028,1430.8376504678577,1451.5359402299794,1452.2476883394675,1435.9140959903234,1409.5738661886983,1420.5179600261963,1426.9452308778596,1445.7433333227052,1435.1625740263362,1425.7967867082732,1412.9404079972562,1410.4554267082635
M147,1104.7625542879105,1103.9060444831848,1097.537241101265,1099.9220628738403,1096.693273305893,1097.9531497955322,1101.4889289140701,1101.207404255867,1103.6546195745468,1106.591606259346,1106.6395856142044,1102.7268220186234,1101.94169652462,1099.9385960102081,1096.352694451809,1096.5642751455307,1094.2704499959946,1093.9302493333817
M161,10279.696571193259,10234.136499914946,10145.318450145282,10160.181439261614,10210.162297899771,10186.615710387741,10227.361026451243,10217.553804562705,10058.42001178331,10045.7517048458,10076.63508958614,10029.674286279114,10032.669884995563,10015.39482937341,9969.44177392815,9978.364225522615,10003.63749395388,9993.546345601193
M171,2842.2114250220966,2848.883046205854,2865.839014544212,2867.750080268447,2869.198059430811,2870.697019909117,2872.273777724939,2874.853383961228,2877.9399869592553,2880.4214560449673,2882.5691820079032,2885.06436408865,2888.8043035696505,2894.8106148151414,2904.9769863804654,2908.5844196228795,2911.7322604438373,2914.875454961702
M177,2686.5160771494257,2669.9037202890017,2675.093020899346,2655.610491872078,2637.854045531284,2620.1261071921435,2602.6019354390723,2584.6091655171163,2569.470157076449,2561.337239196334,2546.416737337103,2534.895290978156,2511.3313844509426,2494.2703822149692,2488.706319453654,2474.1300476318534,2460.9735607360467,2448.46868545425
M191,998.176674623809,1017.7879297419231,1022.085765447204,1027.0099726542858,1032.169183321349,1040.8966033067895,1050.8255226512376,1033.3449682171733,1027.0793077405528,1014.6544311657894,1013.5668800970584,1060.7149240404283,1083.2628820231298,1097.6831241813193,1104.1823588013885,1108.3915636472057,1113.3869719926947,1122.9135254986668
M205,9492.692101053512,9593.661638249929,9543.125503652227,9591.052958309996,9589.275443138991,9617.49030444872,9587.984877643175,9698.557424721832,9654.603979236217,9928.037228853917,9750.648586332736,9726.187132951629,9823.939523254126,9869.380611947896,9862.35558820018,9894.80506250806,9888.752176990736,9890.642026457774
M209,1809.511255134498,1814.4810089127484,1817.7559625463714,1817.7218490950556,1814.8441749132903,1815.4986684731707,1816.821671098288,1822.0258305875343,1824.3739734022354,1834.2582333131138,1841.2993713505782,1847.688276382842,1852.147942926275,1856.4908150443537,1860.5788618687764,1863.7069704949672,1865.8800234550004,1869.291616816061
M218,1167.3012891760507,1169.8845335161602,1171.8416213508945,1171.7449560609098,1174.3727881741167,1175.3156496438319,1177.2499094995126,1178.2772125015777,1183.5348265598618,1187.9849605360002,1185.7207336146757,1189.5402604851067,1185.3364806691734,1184.649939247593,1184.906571652829,1184.2216581430107,1184.7696172243052,1184.7939098364864
M246,1190.576918101543,1185.5601677656066,1168.4644958803722,1163.7667049571332,1165.5990944065704,1151.7062338695966,1140.2005341173258,1128.6005527161942,1117.6402063452147,1124.6092170724057,1120.3877565261575,1113.635100701881,1098.4341598286094,1092.4744233645706,1082.6931126469945,1079.827713911615,1079.5441685847645,1071.7238966909683
